,job_title,company_name,job_source,job_type,address,job_description,tech_keywords,job_posted_date,job_source_url
638,"python developer, unix, anisble shell scripting",han staffing,linkedin,full time onsite,"iselin, nj",,python,2023-04-17 18:20:53.675762+00:00,https://www.linkedin.com/jobs/view/python-developer-unix-anisble-shell-scripting-at-han-staffing-3567407690?refId=88SmN1bCs4cnrfmVTJe6Fw%3D%3D&trackingId=wqv4IHwvJId8FrGfEkegGA%3D%3D&position=21&pageNum=14&trk=public_jobs_jserp-result_search-card
639,python developer with aws,enterprise solutions inc.,linkedin,full time onsite,"scottsdale, az",,python,2023-04-17 18:20:53.675189+00:00,https://www.linkedin.com/jobs/view/python-developer-with-aws-at-enterprise-solutions-inc-3562643507?refId=8XJ9LcJLuSNEoZkS3J16Pw%3D%3D&trackingId=e%2BpU8npmDyQuSHeQeLUpaQ%3D%3D&position=4&pageNum=13&trk=public_jobs_jserp-result_search-card
640,fs python developer,robert half,linkedin,full time onsite,"fort lauderdale, fl",,python,2023-04-17 18:20:53.674826+00:00,https://www.linkedin.com/jobs/view/fs-python-developer-at-robert-half-3563246337?refId=MhU4TdSJbaYRNQ7D0EjNhA%3D%3D&trackingId=j9x3ArYVPuksDXFufT80uQ%3D%3D&position=3&pageNum=12&trk=public_jobs_jserp-result_search-card
641,python developer,"x2 logics staffing solution, inc.",linkedin,full time onsite,"scottsdale, az",,python,2023-04-17 18:20:53.674263+00:00,https://www.linkedin.com/jobs/view/python-developer-at-x2-logics-staffing-solution-inc-3563299165?refId=q0E0W9OY0JQcalvmhpJgVA%3D%3D&trackingId=UnBhWwA643GnRF2KCMeC2w%3D%3D&position=12&pageNum=10&trk=public_jobs_jserp-result_search-card
642,python developer,artech l.l.c.,linkedin,full time onsite,"princeton, nj",,python,2023-04-17 18:20:53.674220+00:00,https://www.linkedin.com/jobs/view/python-developer-at-artech-l-l-c-3562670828?refId=q0E0W9OY0JQcalvmhpJgVA%3D%3D&trackingId=BRUEIiB7xOBp3aCdHzdtEQ%3D%3D&position=9&pageNum=10&trk=public_jobs_jserp-result_search-card
643,python developer,"veridian tech solutions, inc.",linkedin,full time onsite,"scottsdale, az",,python,2023-04-17 18:20:53.673944+00:00,https://www.linkedin.com/jobs/view/python-developer-at-veridian-tech-solutions-inc-3560222669?refId=XJjzOeYoxRFZm08xOmteAA%3D%3D&trackingId=BSNA5nPAoum6BLGaUrxd6A%3D%3D&position=17&pageNum=9&trk=public_jobs_jserp-result_search-card
644,python developer,innova solutions,linkedin,full time onsite,"columbus, oh",,python,2023-04-17 18:20:53.673860+00:00,https://www.linkedin.com/jobs/view/python-developer-at-innova-solutions-3563242619?refId=XJjzOeYoxRFZm08xOmteAA%3D%3D&trackingId=sjBXLxLJf4wmr6oJav1sOQ%3D%3D&position=11&pageNum=9&trk=public_jobs_jserp-result_search-card
645,python developer,fintech llc,linkedin,full time onsite,"edison, nj",,python,2023-04-17 18:20:53.673637+00:00,https://www.linkedin.com/jobs/view/python-developer-at-fintech-llc-3561003277?refId=exoeFjinGnEcaw0gKKLnqQ%3D%3D&trackingId=Hjvj%2FWZdo4G%2BtQXMyS6oFQ%3D%3D&position=19&pageNum=8&trk=public_jobs_jserp-result_search-card
646,mid-level python developer,medlytix llc,linkedin,full time onsite,"roswell, ga",,python,2023-04-17 18:20:53.671223+00:00,https://www.linkedin.com/jobs/view/mid-level-python-developer-at-medlytix-llc-3561061961?refId=OgoljBO2BQDDZX1ogyTfOA%3D%3D&trackingId=I%2BlB2i%2BWJvBl9G2IWZTueg%3D%3D&position=2&pageNum=2&trk=public_jobs_jserp-result_search-card
647,software engineer - python - remote,professional diversity network,linkedin,full time onsite,"madison, wi",,python,2023-04-17 18:20:53.671034+00:00,https://www.linkedin.com/jobs/view/software-engineer-python-remote-at-professional-diversity-network-3567333932?refId=J1rCT0Gbmxq77ZKBbBPGAA%3D%3D&trackingId=RTw4MtpB42f2N%2BBalWcLJQ%3D%3D&position=14&pageNum=1&trk=public_jobs_jserp-result_search-card
648,"senior software engineer, full stack (python, aws)",capital one,linkedin,full time onsite,"philadelphia, pa",,python,2023-04-17 18:20:45.804172+00:00,https://www.linkedin.com/jobs/view/senior-software-engineer-full-stack-python-aws-at-capital-one-3560250686?refId=LEkWtSlMHfZhjuA4gEPiqA%3D%3D&trackingId=5HKtB7et1Vh0yOY54wKs6A%3D%3D&position=18&pageNum=5&trk=public_jobs_jserp-result_search-card
649,lead python aws developer :: remote.,dice,linkedin,contract,united states,,python,2023-04-17 18:20:45.800854+00:00,https://www.linkedin.com/jobs/view/lead-python-aws-developer-remote-at-dice-3563801331?refId=DeKoy%2BUMsLKg5xSw%2F4%2B17Q%3D%3D&trackingId=4b04UNDTm3nOpA%2BNlXz57Q%3D%3D&position=21&pageNum=19&trk=public_jobs_jserp-result_search-card
650,python developer......remote (w2 candidate only),dice,linkedin,contract,"new york, ny",,python,2023-04-17 18:20:45.799341+00:00,https://www.linkedin.com/jobs/view/python-developer-remote-w2-candidate-only-at-dice-3563278261?refId=jLU7xzh%2Bgn%2Bu%2BVQ2yMvs%2Bw%3D%3D&trackingId=tDc97pb%2Ff%2Bv3QrGXwv1kww%3D%3D&position=15&pageNum=15&trk=public_jobs_jserp-result_search-card
651,python software engineer (only w2),innova solutions,linkedin,contract,new york city metropolitan area,,python,2023-04-17 18:20:45.794270+00:00,https://www.linkedin.com/jobs/view/python-software-engineer-only-w2-at-innova-solutions-3563473677?refId=pmN2Dgv9XrjOXY7iuBF%2FJQ%3D%3D&trackingId=ikDgKzUkLwcj4TpwS3Qg5Q%3D%3D&position=4&pageNum=1&trk=public_jobs_jserp-result_search-card
652,python developer (only locals),intellibee inc,linkedin,contract,"mclean, va",,python,2023-04-17 18:20:45.794031+00:00,https://www.linkedin.com/jobs/view/python-developer-only-locals-at-intellibee-inc-3567346855?refId=EXhYg7%2BE1RX5rMUuDhiCpQ%3D%3D&trackingId=z03rxIz8slw%2FFQUZyQUqLQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
653,python developer,accuro,linkedin,contract,"raleigh, nc",,python,2023-04-17 18:20:45.794017+00:00,https://www.linkedin.com/jobs/view/python-developer-at-accuro-3561019782?refId=EXhYg7%2BE1RX5rMUuDhiCpQ%3D%3D&trackingId=Lw7I9Bz2Ooyx35JYxeFC8A%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
654,"on-site -tableu reports developer w/ python, powershell - hbits-04-12717",dice,linkedin,contract,"albany, ny",,python,2023-04-17 18:20:45.793425+00:00,https://www.linkedin.com/jobs/view/on-site-tableu-reports-developer-w-python-powershell-hbits-04-12717-at-dice-3563495911?refId=%2FEfpptRpnzI%2BJ8vLTmeamg%3D%3D&trackingId=YYmdvmMhFm%2FfSvSxbykKUA%3D%3D&position=9&pageNum=33&trk=public_jobs_jserp-result_search-card
655,"hybrid python, aws developer",dice,linkedin,contract,"reston, va",,python,2023-04-17 18:20:45.791573+00:00,https://www.linkedin.com/jobs/view/hybrid-python-aws-developer-at-dice-3563277580?refId=EEYMy6CXINV1Fr8KY4p9Dg%3D%3D&trackingId=sIGoXvKEFFFF803ugOvuOQ%3D%3D&position=6&pageNum=28&trk=public_jobs_jserp-result_search-card
656,"python developer: hybrid: durham, nc",dice,linkedin,contract,"durham, nc",,python,2023-04-17 18:20:45.789677+00:00,https://www.linkedin.com/jobs/view/python-developer-hybrid-durham-nc-at-dice-3563273992?refId=%2BiXegSb11L875q3Qe9ctXQ%3D%3D&trackingId=p8W6fivr%2BGiIGJsxSGYmbA%3D%3D&position=1&pageNum=23&trk=public_jobs_jserp-result_search-card
657,python deeloper,dice,linkedin,contract,"irving, tx",,python,2023-04-17 18:20:45.789460+00:00,https://www.linkedin.com/jobs/view/python-deeloper-at-dice-3563278424?refId=mew8OR6l%2F7ABTcLRH8J%2Bew%3D%3D&trackingId=GbGoGsze1kG%2FKddJsFRbJw%3D%3D&position=11&pageNum=22&trk=public_jobs_jserp-result_search-card
658,python backend developer,dice,linkedin,contract,"colorado springs, co",,python,2023-04-17 18:20:45.789402+00:00,https://www.linkedin.com/jobs/view/python-backend-developer-at-dice-3563277375?refId=mew8OR6l%2F7ABTcLRH8J%2Bew%3D%3D&trackingId=NqPh%2Fdo4UhTMs%2B2Y9EPe3A%3D%3D&position=7&pageNum=22&trk=public_jobs_jserp-result_search-card
659,python developer - 10+ yrs - pst/mst - remote,dice,linkedin,contract,united states,,python,2023-04-17 18:20:45.789170+00:00,https://www.linkedin.com/jobs/view/python-developer-10%2B-yrs-pst-mst-remote-at-dice-3563499198?refId=Ozr%2BOU8pCnx9CpNwoIvZkA%3D%3D&trackingId=Q22J50EyHi6%2BABOOKLHW3w%3D%3D&position=16&pageNum=21&trk=public_jobs_jserp-result_search-card
660,urgent need python developer,dice,linkedin,contract,"smithfield, ri",,python,2023-04-17 18:20:45.788522+00:00,https://www.linkedin.com/jobs/view/urgent-need-python-developer-at-dice-3563499314?refId=hE2zT%2Fz%2BgX32mAMBkaLH2A%3D%3D&trackingId=3Yali2B5Doo7Ur4aUbVDyQ%3D%3D&position=20&pageNum=19&trk=public_jobs_jserp-result_search-card
661,senior full stack developer - react/python,kforce inc,linkedin,contract,"new york, ny",,python,2023-04-17 18:20:45.788031+00:00,https://www.linkedin.com/jobs/view/senior-full-stack-developer-react-python-at-kforce-inc-3560215570?refId=GTp4eiX4fyZYPwAv1Vdnog%3D%3D&trackingId=05qz5bdob8vEuSO47JPdWA%3D%3D&position=11&pageNum=18&trk=public_jobs_jserp-result_search-card
662,lead / sr programmer with python,diverse lynx,linkedin,contract,"austin, tx",,python,2023-04-17 18:20:45.787346+00:00,https://www.linkedin.com/jobs/view/lead-sr-programmer-with-python-at-diverse-lynx-3561434437?refId=lby%2Bf1MAqhvIY1Zz2heK6g%3D%3D&trackingId=Fj9AJj9kFpOK9okEBqpfXw%3D%3D&position=13&pageNum=16&trk=public_jobs_jserp-result_search-card
663,sr programmer with python,diverse lynx,linkedin,contract,"austin, tx",,python,2023-04-17 18:20:45.787332+00:00,https://www.linkedin.com/jobs/view/sr-programmer-with-python-at-diverse-lynx-3561431963?refId=lby%2Bf1MAqhvIY1Zz2heK6g%3D%3D&trackingId=kcKg3exB0XKSQQaomu%2FmJw%3D%3D&position=12&pageNum=16&trk=public_jobs_jserp-result_search-card
664,lead/sr python developer,diverse lynx,linkedin,contract,"austin, tx",,python,2023-04-17 18:20:45.786396+00:00,https://www.linkedin.com/jobs/view/lead-sr-python-developer-at-diverse-lynx-3561431961?refId=n3C33%2FF2zx1eLwnpZf%2B9DQ%3D%3D&trackingId=iO1L%2BM953%2FVjyEOHvJuX6Q%3D%3D&position=23&pageNum=13&trk=public_jobs_jserp-result_search-card
665,"python, aws developer || reston, va (hybrid) || no h1b",kpg99 inc,linkedin,contract,"reston, va",,python,2023-04-17 18:20:45.785071+00:00,https://www.linkedin.com/jobs/view/python-aws-developer-reston-va-hybrid-no-h1b-at-kpg99-inc-3563251916?refId=8eMfR5ffOAZ48Ch9MYXKmw%3D%3D&trackingId=FWLIQrQtEztRvYSLgIHpuA%3D%3D&position=7&pageNum=10&trk=public_jobs_jserp-result_search-card
666,senior software engineer (python development),compunnel inc.,linkedin,contract,"jersey city, nj",,python,2023-04-17 18:20:45.784208+00:00,https://www.linkedin.com/jobs/view/senior-software-engineer-python-development-at-compunnel-inc-3561030827?refId=h54Nacyy9AHU4R4PKjFhCA%3D%3D&trackingId=%2BlpZQD%2BsnsCwaYGbzbrfZg%3D%3D&position=22&pageNum=7&trk=public_jobs_jserp-result_search-card
667,python developer,kforce inc,linkedin,contract,"durham, nc",,python,2023-04-17 18:20:45.783557+00:00,https://www.linkedin.com/jobs/view/python-developer-at-kforce-inc-3560214670?refId=GCad%2FqJlaFbCkIqswOooYA%3D%3D&trackingId=OrdUeMZFBlia3PwSK2UJ2w%3D%3D&position=1&pageNum=6&trk=public_jobs_jserp-result_search-card
668,python developer,galaxy i technologies inc,linkedin,contract,"durham, nc",,python,2023-04-17 18:20:45.782631+00:00,https://www.linkedin.com/jobs/view/python-developer-at-galaxy-i-technologies-inc-3561017255?refId=BXubgpusaOJ1RLtWZmyjNA%3D%3D&trackingId=PGcP7bmuHd7tCRZ0wxQ5qw%3D%3D&position=12&pageNum=3&trk=public_jobs_jserp-result_search-card
669,python developer,lorven technologies inc.,linkedin,contract,"texas, united states",,python,2023-04-17 18:20:45.782244+00:00,https://www.linkedin.com/jobs/view/python-developer-at-lorven-technologies-inc-3561015214?refId=sqf73smjDftuawFUKkXAug%3D%3D&trackingId=kuLXUFr6Mqi%2FccGGcvWPdA%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card
670,python developer,vantage point consulting inc.,linkedin,contract,"plano, tx",,python,2023-04-17 18:20:45.781492+00:00,https://www.linkedin.com/jobs/view/python-developer-at-vantage-point-consulting-inc-3561431932?refId=SPv9j6Rvphi5KHW3%2BbLKIg%3D%3D&trackingId=Urq29iN1xtNcWJ1rcJr9Xw%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
671,python developer,libsys inc,linkedin,contract,united states,,python,2023-04-17 18:19:59.261264+00:00,https://www.linkedin.com/jobs/view/3562219323/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=j2eMOEKTiGJudEWBol9qqw%3D%3D&trackingId=nPWUSMr95EdxqPRnB8pIig%3D%3D&trk=flagship3_search_srp_jobs
672,python developer,infinite computer solutions,linkedin,full time remote,united states,,python,2023-04-17 18:19:59.207087+00:00,https://www.linkedin.com/jobs/view/3564349245/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=%2Blz9D4yQ3TH3lymvgZ%2FoyA%3D%3D&trackingId=kWKXdckldgG83P7BzHaEIw%3D%3D&trk=flagship3_search_srp_jobs
673,"on site software engineer - (python, aws, react)",cybercoders,linkedin,full time onsite,"santa monica, ca",,python,2023-04-17 18:19:59.197992+00:00,https://www.linkedin.com/jobs/view/3534211227/?eBP=CwEAAAGHeyDXipxw3aOCl_xKOn_B1vyVkm764zC9GhnNHRm5xo0kHgm17jI0qAMGQzbj0O_7l3WQM6gV-5dUMBzsy2wOEuyMRV_HTwIas83rxP3T6udTq1hOB79wV7DqsKqX33-cOfePL2fmyMIT2d3lPMF8joPfl0qs5ljV7SMavOU-S7pdVE_pnitO2luxHx1EYiZUsHaOjsW4J_L8Vp4gI1JvA6OFNuq1dYGbiK27-tzqcIdWrgvjQHI25vTiI9tDCuj-etoh5-QyS0PCGCioL63ozUQK1qQi2gLl3X0vvxqja0mukhnpx6OeolwM9tjYW6m6d4uXjrTSc3ZD_3AvoqQZIT2YjTDSvR5TXu6H6cuLV-BFf3lW8zo-HwI-rihAoE_bMNrixeBPBA&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=i%2F%2FSWq6TbU4EAalMqy9IYg%3D%3D&trackingId=RpB9mG4oWCEbjs8UycEVfw%3D%3D&trk=flagship3_search_srp_jobs
674,python developer,aorton inc,linkedin,contract,"smithfield, ri",,python,2023-04-17 18:19:59.176135+00:00,https://www.linkedin.com/jobs/view/3562200467/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=VIrWbek%2FL8yG7S%2Bz%2Fr4qkQ%3D%3D&trackingId=pyOdrnDRxN%2FI4swuNV4Cgw%3D%3D&trk=flagship3_search_srp_jobs
675,python developer (w2 on our corp),"n9 it solutions, inc.",linkedin,full time remote,united states,,python,2023-04-17 18:19:50.163735+00:00,https://www.linkedin.com/jobs/view/3562216559/?eBP=JOB_SEARCH_ORGANIC&refId=Q%2FlgfHT%2Fl%2FsivvqzW1Qimw%3D%3D&trackingId=t87jsKfARNexIZIcffYx5g%3D%3D&trk=flagship3_search_srp_jobs
676,senior python developer,disys india pvt. ltd.,linkedin,full time remote,united states,,python,2023-04-17 18:19:50.161766+00:00,https://www.linkedin.com/jobs/view/3562205268/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=ths8%2FavkqUigLTP3n4h0Tg%3D%3D&trackingId=Pnm3YMl9qg%2FDhV8VnJxV9g%3D%3D&trk=flagship3_search_srp_jobs
677,"sr. full stack developer (python, vue/javascript, django)",eliassen group,linkedin,full time remote,united states,,python,2023-04-17 18:19:50.159877+00:00,https://www.linkedin.com/jobs/view/3562224396/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=eyQWXLf3haMBnfn5cHHgYg%3D%3D&trackingId=6iyA7ZA%2Bu78aERP95gGHmQ%3D%3D&trk=flagship3_search_srp_jobs
678,python developer,akkodis,linkedin,full time onsite,"jersey city, nj",,python,2023-04-17 18:19:50.157037+00:00,https://www.linkedin.com/jobs/view/3562226339/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=wXhXk9UweY%2Bnw0I03VW0Dg%3D%3D&trackingId=9zM%2BNE1ve9I7SHdA7mtGeQ%3D%3D&trk=flagship3_search_srp_jobs
679,python developer,hiphonic hr solutions pvt ltd,linkedin,full time onsite,"tampa, fl",,python,2023-04-17 18:19:50.151821+00:00,https://www.linkedin.com/jobs/view/3562200649/?eBP=JOB_SEARCH_ORGANIC&refId=jgH0tYqQ%2B3Ed5fX9Vzhw1A%3D%3D&trackingId=hz%2BoFXRURvA2R4f8ILq4Pw%3D%3D&trk=flagship3_search_srp_jobs
680,python developer,pronix inc,linkedin,contract,united states,,python,2023-04-17 18:19:50.140196+00:00,https://www.linkedin.com/jobs/view/3568706721/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=uOOi7cJGPrkrdBD1TjsYjA%3D%3D&trackingId=eqkXyAha3wUuisNRGiMTDw%3D%3D&trk=flagship3_search_srp_jobs
681,python developer,"informatic technologies, inc.",linkedin,contract,united states,,python,2023-04-17 18:19:50.137384+00:00,https://www.linkedin.com/jobs/view/3562221151/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=yfKyIiLG7FiWE%2BFbbnWfxA%3D%3D&trackingId=w1mgiYodMTxW8BuJ%2FJW%2B5g%3D%3D&trk=flagship3_search_srp_jobs
682,hybrid python back-end developer,skill bird,linkedin,contract,"colorado springs, co",,python,2023-04-17 18:19:50.135832+00:00,https://www.linkedin.com/jobs/view/3562228725/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=pCpXFytTzpCULAl3Avqgyg%3D%3D&trackingId=8XJstFVGdT4eq6lkMleiCQ%3D%3D&trk=flagship3_search_srp_jobs
683,python with aws developer,quantum world technologies inc,linkedin,contract,"philadelphia, pa",,python,2023-04-17 18:19:50.135333+00:00,https://www.linkedin.com/jobs/view/3568703598/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=lmHRht37Ru1VXjauRH9zLw%3D%3D&trackingId=RtrbQc7M2WN0NoT3ZdlYPg%3D%3D&trk=flagship3_search_srp_jobs
684,python developer - remote,dice,linkedin,full time remote,"broomfield, co",,python,2023-04-17 18:19:27.332171+00:00,https://www.linkedin.com/jobs/view/python-developer-remote-at-dice-3568980120?refId=XBI97Pk0InaU8ErodrY4Jw%3D%3D&trackingId=GR%2FCS%2F3urPubT0EeYxppLg%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card
685,remote python developer,piper companies,linkedin,full time remote,"raleigh, nc",,python,2023-04-17 18:19:27.331260+00:00,https://www.linkedin.com/jobs/view/remote-python-developer-at-piper-companies-3552966805?refId=Gatn4vS8UN1FV78MxA2w3w%3D%3D&trackingId=Hmzv19cm5BfG%2FAw8ED95sg%3D%3D&position=15&pageNum=2&trk=public_jobs_jserp-result_search-card
686,software engineer - microservices - python,wex,linkedin,full time remote,united states,,python,2023-04-17 18:19:27.331195+00:00,https://www.linkedin.com/jobs/view/software-engineer-microservices-python-at-wex-3569367729?refId=Gatn4vS8UN1FV78MxA2w3w%3D%3D&trackingId=xLD2hZtMl75RyvP68kjwWQ%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card
687,senior software engineer (remote-python/docker/kubernetes),cybercoders,linkedin,full time remote,"chicago, il",,python,2023-04-17 18:19:27.326330+00:00,https://www.linkedin.com/jobs/view/senior-software-engineer-remote-python-docker-kubernetes-at-cybercoders-3565576970?refId=CP48bfLnGstxCyzQa0bc3A%3D%3D&trackingId=rmgEvz5CMnJA1Jdzlf3zUg%3D%3D&position=17&pageNum=13&trk=public_jobs_jserp-result_search-card
688,staff software engineer (python),luca talent,linkedin,full time remote,"new york, ny",,python,2023-04-17 18:19:27.321584+00:00,https://www.linkedin.com/jobs/view/staff-software-engineer-python-at-luca-talent-3568995481?refId=aSdmN9eedWW5%2B%2FvcrV%2FLSg%3D%3D&trackingId=XMLzBN8qvygjqKHmYJwd3A%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
689,senior backend software engineer (python/flask),vaco,linkedin,full time onsite,"tampa, fl",,python,2023-04-17 18:19:27.311987+00:00,https://www.linkedin.com/jobs/view/senior-backend-software-engineer-python-flask-at-vaco-3562236297?refId=FYURiEos5AMPLfYh71lshg%3D%3D&trackingId=IV8d0Yfa%2Fi3%2FGY1ZyFplcw%3D%3D&position=18&pageNum=12&trk=public_jobs_jserp-result_search-card
690,software engineer (react | python),cybercoders,linkedin,full time onsite,"hoffman estates, il",,python,2023-04-17 18:19:27.311505+00:00,https://www.linkedin.com/jobs/view/software-engineer-react-python-at-cybercoders-3500671136?refId=utNLMl2LFIvM9H%2B5391Geg%3D%3D&trackingId=IYkLZ5AcLSR3Hh4s0lwlJg%3D%3D&position=8&pageNum=11&trk=public_jobs_jserp-result_search-card
691,senior software developer (python),engtal,linkedin,full time onsite,"chicago, il",,python,2023-04-17 18:19:27.310013+00:00,https://www.linkedin.com/jobs/view/senior-software-developer-python-at-engtal-3562247416?refId=xTkw3HHHw2WV808tBnK6Hg%3D%3D&trackingId=vzKdxWzN8%2BbvQBE1rPGcgg%3D%3D&position=5&pageNum=7&trk=public_jobs_jserp-result_search-card
692,python developer,ktek resourcing,linkedin,full time onsite,"wilmington, de",,python,2023-04-17 18:19:27.309573+00:00,https://www.linkedin.com/jobs/view/python-developer-at-ktek-resourcing-3562216541?refId=2KbSMKZGLIhlW%2FjIgcFAiw%3D%3D&trackingId=hT687krtMSVj5ztk6iUjQg%3D%3D&position=25&pageNum=5&trk=public_jobs_jserp-result_search-card
693,senior python developer,engtal,linkedin,full time onsite,"chicago, il",,python,2023-04-17 18:19:27.309256+00:00,https://www.linkedin.com/jobs/view/senior-python-developer-at-engtal-3562285599?refId=2KbSMKZGLIhlW%2FjIgcFAiw%3D%3D&trackingId=%2BcL4iOyVDluXe6K2pRFLuA%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card
694,"fulltime || python developer || scottsdale, az",dice,linkedin,full time onsite,"scottsdale, az",,python,2023-04-17 18:19:20.357283+00:00,https://www.linkedin.com/jobs/view/fulltime-python-developer-scottsdale-az-at-dice-3568976197?refId=MHlqw49bW4D7GvjdHMaKog%3D%3D&trackingId=LNhYq%2FtsHJkBhmVQCcEFYQ%3D%3D&position=20&pageNum=39&trk=public_jobs_jserp-result_search-card
695,"full stack developer - python, sql, azure",dice,linkedin,full time onsite,"new york, ny",,python,2023-04-17 18:19:20.356660+00:00,https://www.linkedin.com/jobs/view/full-stack-developer-python-sql-azure-at-dice-3568974704?refId=hRSOrs7mHcyZYP5%2FzoW9EA%3D%3D&trackingId=ey8JVtmVErxNLgrZe2HO3g%3D%3D&position=24&pageNum=37&trk=public_jobs_jserp-result_search-card
696,python analytic developer,leidos,linkedin,full time onsite,"fort meade, md",,python,2023-04-17 18:19:20.355357+00:00,https://www.linkedin.com/jobs/view/python-analytic-developer-at-leidos-3568674015?refId=G0FxD03eWd1ivA7yTXVozg%3D%3D&trackingId=reJhUQ4h0ShCJ%2B5Yi%2BcWww%3D%3D&position=6&pageNum=34&trk=public_jobs_jserp-result_search-card
697,"python developer (ui front end, dash, java script, angular)",dice,linkedin,full time onsite,"washington, dc",,python,2023-04-17 18:19:20.353069+00:00,https://www.linkedin.com/jobs/view/python-developer-ui-front-end-dash-java-script-angular-at-dice-3568874046?refId=5im6m7u6ALXj2iYUEwj3Ew%3D%3D&trackingId=wyeM%2F%2FFTNsssK8hNgnyuOA%3D%3D&position=16&pageNum=27&trk=public_jobs_jserp-result_search-card
698,"consultant, software engineer - python and aws",nationwide,linkedin,full time onsite,"columbus, oh",,python,2023-04-17 18:19:20.351781+00:00,https://www.linkedin.com/jobs/view/consultant-software-engineer-python-and-aws-at-nationwide-3569453273?refId=DbgcLff0V7KRgw8coR4ZBQ%3D%3D&trackingId=wY%2B02tQF6Hmx1I42RKTZGg%3D%3D&position=19&pageNum=23&trk=public_jobs_jserp-result_search-card
699,python aws developer,nityo infotech,linkedin,full time onsite,"plano, tx",,python,2023-04-17 18:19:20.350482+00:00,https://www.linkedin.com/jobs/view/python-aws-developer-at-nityo-infotech-3564954662?refId=ayiAa9qDq8wh2AiSfUitKQ%3D%3D&trackingId=qv5dSNAPq5Oh26Mj7X4Fyg%3D%3D&position=2&pageNum=20&trk=public_jobs_jserp-result_search-card
700,python developer,piper companies,linkedin,full time onsite,"alpharetta, ga",,python,2023-04-17 18:19:20.348920+00:00,https://www.linkedin.com/jobs/view/python-developer-at-piper-companies-3552969542?refId=g1aizNgBntKBpEgurXtwxA%3D%3D&trackingId=nGrdelshYLkhiTd33buTLw%3D%3D&position=9&pageNum=15&trk=public_jobs_jserp-result_search-card
701,python aws developer,fintech llc,linkedin,full time onsite,"plano, tx",,python,2023-04-17 18:19:20.347897+00:00,https://www.linkedin.com/jobs/view/python-aws-developer-at-fintech-llc-3562801576?refId=RKC2Pow09EsSsKFcYoAQtA%3D%3D&trackingId=JA0N0CEzKKHdrMYMejVq1w%3D%3D&position=9&pageNum=12&trk=public_jobs_jserp-result_search-card
702,python developer [job id 20230411],phoenix cyber,linkedin,full time onsite,"elk grove village, il",,python,2023-04-17 18:19:20.345077+00:00,https://www.linkedin.com/jobs/view/python-developer-job-id-20230411-at-phoenix-cyber-3568696470?refId=AZwOGuLNSq3QkJIAq6kumw%3D%3D&trackingId=zIz2lw%2Bncg3HIbqp6Pi3uw%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card
703,python developer,verdant infotech solutions,linkedin,full time onsite,"copper canyon, tx",,python,2023-04-17 18:19:20.344859+00:00,https://www.linkedin.com/jobs/view/python-developer-at-verdant-infotech-solutions-3568798575?refId=Qv%2BPOlyY4RFs2McxCkZD%2Bw%3D%3D&trackingId=a0cxgAfr0zAMbmfdyR3xyg%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card
704,python developer,vantage point consulting,linkedin,full time onsite,"plano, tx",,python,2023-04-17 18:19:20.344830+00:00,https://www.linkedin.com/jobs/view/python-developer-at-vantage-point-consulting-3568798566?refId=Qv%2BPOlyY4RFs2McxCkZD%2Bw%3D%3D&trackingId=%2FMj6dHdGfy4zGG%2FgiPK2FA%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card
