job_title,company_name,job_source,address,job_type,job_source_url,job_description,job_posted_date
Entry Level Mechanical Engineer - Automation / Robotics (32115),Activ8,Ziprecruiter,"Huntsville, AL",Contract,https://www.ziprecruiter.com/k/l/AALpvvDDS4yrRLNXwaYXHSU1eYzhQcgkllA2CbUNni8jhd_S9kK4eA4RcW01fv6M1_rx0tXL8yUOK34k1l_flHl7-YUgHwWsYDnRWCGEUdZscJXr24GPKYwpWO-EWNmWCMaadFnDm4wB3Q_eV-ISlSKZfQv2f4E4B4i5cN2zCIfjzL_owNk9uTfTj-dm5WGIQtAY4I4?pageType=perl_serp,"An international automation integration company is actively seeking a Mechanical Engineer to join their facility near Huntsville, AL. A successful candidate has internship experience in manufacturing setting and basic knowledge in CAD software.
Responsibilities of Mechanical Engineer
· Participate in the product development team and lead projects for research and development
· Create and manage equipment mechanical drawings, schematics drawings, bill of material, documentations including manuals and etc
· Perform testing on products for product development and system improvement
· Analyze data from test results, provide suggestions, and implement solutions for improvements
· Work closely with sales team to understand customer needs, satisfactions, and complains in order to apply to product design
· Provide technical support for customers or internal employees if necessary
· Perform all other duties as assigned
Qualifications of Mechanical Engineer
· Internship experience in mechanical engineering, manufacturing engineering field
· Basic knowledge in CAD is required
· Bachelor’s degree in Mechanical Engineering, Manufacturing Engineering or related field or equivalent experience or equivalent experience
· Strong leadership skills in team environment and skills to bring positive atmosphere to the team
· Ability to be flexible to work effectively with wide variety of people and to work responsibly and effectively in a multicultural environment
· Excellent communication (Speaking, Writing, Reading, Listening) and presentation skills
· Ability to multi-task and perform duties time efficiently
· Team-worker, Detail-oriented, Responsible, Punctual, Self-motivated
· Proficient in Microsoft Office suite, especially Excel
· While performing the duties of this job you may be required to intermittently sit, stand, walk, lift up to 25 pounds, lift in excess of 25 pounds with a lift assist, climb stairs, use hands to handle or feel parts/equipment, reach with hands and arms, stoop, kneel, crouch, bend at the waist, talk and hear. You may also be required to use close vision, distance vision, color vision, depth perception, and peripheral vision.
Activ8 Recruitment & Solutions / Renaissance Resources Inc., has been one of the leading recruiting firms in North America when it comes to working with Japanese Businesses for almost 20 years. Our services are based on the needs of our clients, and we connect them with qualified candidates in the Automotive, Electronics, Food & Beverage, Logistics, Manufacturing, and Oil & Gas industries. With the recent expansion to California and the NYC/NJ area, our coastal offices have started working with clients in the Banking, Finance, and Entertainment Industries. We like to take the approach of working one on one with each of you to ensure that we have the best understanding of your background and what it is you are looking for in a career.
We screen ALL Candidates to verify the validity of each applicant with criminal background / Social Security verification. Upon submitting your resume, we will contact only those candidates that we deem qualified for our client. If we do not contact you, we do not see the fit for the position. If we are unable to reach you in a reasonable time-frame, you will be eliminated from the pool of potential candidates.
“Direct applicants only.""
“We do not accept any resumes from any third party organizations or other recruiters.”",21 hours ago
Maintenance Mechanic (Engineering),USG Corporation,Ziprecruiter,"Mediapolis, IA",Contract,https://www.ziprecruiter.com/k/l/AAL6jY8DfD_xLcp9qCS5HLP1-XDuwa_JKc1A9kl5c7Nwr2Nu6-aoP5cK1MoguF-VUGgMVG2TswTMN533UkXpBGQ7yOsTmKk5ClAWAsHi_SMqVIiz7MQpulsn9CpxIhIYtjeY7QAdMZvoTiONsRXW8sZVjhMlq_4Auom0nfeAZmid9p-7VnjQ69hAja3ajelJat1cEBk?pageType=perl_serp,"Job Title: Maintenance Mechanic
Role & Responsibilities:
· Compliance with all safety and housekeeping rules.
· Perform troubleshooting, repairs, and preventive maintenance activities necessary to keep industrial equipment operating efficiently. Tasks may include but are not limited to motors, pneumatic tools, hydraulic systems, conveyor systems, and production machines; following diagrams, sketches, operations manuals, manufacturer's instructions, engineering specifications; and troubleshooting malfunctions.
· Become familiar with plant work order system.
· Proficiency in using hand and power tools, cranes/hoist, rigging equipment, welders, fall restraint, etc.
· Work as part of a team, communicating and cooperating to achieve the required results.
· Expected to take an active role in all plant safety and continuous improvement initiatives as required by supervision.
· Adaptable to scheduling requirements including shiftwork, assignment of overtime, working weekends, etc. where applicable.
Qualifications & Requirements:
· Ability to perform assigned repair and servicing tasks.
· Willingness to work the assigned schedule.
· Consistently demonstrate an understanding of all plant & departmental safety rules, standards, and programs.
· Meet the essential physical requirements of the position. Negotiate steps and ladders.
· Maintain regular and predictable attendance.
· Have ability to understand verbal and written instructions from plant supervision and efficiently and effectively perform assigned tasks.
· Responsible for maintaining a set of personal tools as specified in the operator rate program.

Rate of pay may be adjusted based on the qualifications and experience of the candidate.
USG employees enjoy a number of benefit options for themselves and their families. These include two medical insurance options, as well as vision and dental coverage. The cost of these optional programs varies based on coverage level - employees generally pay 25% of the monthly premium cost, USG pays the rest. These coverage options are offered on the first day of employment with no waiting period.
Additionally, USG employees enjoy both a 401(k) Investment Plan with company match and a pension plan. Beyond these main features, employees may also choose from a number of additional programs like life insurance, accident insurance, legal insurance, even pet insurance, just to name a few. USG also offers Quarterly (hourly) / Annual (salary) bonus potential for all employees based on performance metrics tied to safety, quality, and productivity. USG also provides employees with paid time off and paid holidays.
Since 1902, Chicago-based USG has been a leader in producing innovative, award-winning products and systems to build everything from major commercial developments and residential housing to home improvements. USG's employees are committed to the highest levels of customer satisfaction and quality in everything we do. Our steadfast commitment to the company's core business values – innovation, quality, integrity, service, diversity, efficiency and safety – have helped us become the company we are today.
EOE including disability/veteran",20 hours ago
Product Engineer Mechanical,Express Employment Professionals,Ziprecruiter,"Irwindale, CA",Contract,https://www.ziprecruiter.com/k/l/AALphmc8VrDZKI9SLszULe7QrwRGftjcEC7WXK__mqonFH4ecMgbG42-lQQDqi_OSoWDxFB5TJQsrdpCyLaCF3RNzFyXd2UckrQ4FyQ1W-2BgX2DOShClQKvKjp3FtclQcsz1HPvbb37QxilGsXsMvLnyoZELjTxLt2RcM4QnXa9GO7z2i_9UkKNAoHujc_HSnF8sXY?pageType=perl_serp,"You are applying with Specialized Recruiting Group for an immediate opening for a Product Engineer position in the city of Irwindale, CA.
Hours: Monday-Friday, 8:00 AM-5:00 PM
Salary: $65,000/yearly-$85,000/yearly.
Benefits and Features
Paid Holidays paid vacation and sick time
Health, Vision, Dental, and life insurance benefit plans
Profit-sharing & 401k

The Role you will play:
Work collaboratively as a key liaison between engineering, operations, quality, and marketing teams
Provide ongoing technical guidance and leadership to a specific product line, including both day-to-day problem-solving and long-term strategic planning for sustained success
Partner dynamically with plant production staff, materials department, manufacturing engineers, and component suppliers to implement significant improvements in component quality, reducing defects and enhancing customer satisfaction, product quality, and manufacturing efficiency
Take a proactive approach to identifying and implementing significant product design improvements through engineering changes, utilizing lower-cost materials, part redesign, and labor elimination while utilizing quality preventive planning tools, statistical knowledge, and risk analysis methods
Create, develop, and adhere to testing procedures, as well as participate in supplier evaluations and the creation and revision of product drawings

Background Profile:
Bachelor's degree in Technical or Mechanical Engineering
Professional experience of 3-5 years
Proficient in root cause analysis and troubleshooting using DMAIC methodology
Knowledgeable in injection molded plastic component design and basic plastics processing and mold tool design
Experienced in tolerance stack-up analysis and geometric dimensioning and tolerancing (GD&T)
Proficient in CAD/CAE engineering tools (SolidWorks preferred)
Able to make informed decisions using statistical tools (Minitab preferred)
Strong understanding of design and mechanical engineering concepts
About us: Impacting people. One Job at a time. Our positions vary from permanent, temporary, and evaluation hire. We look forward to matching you to a position that fits your experience. Specialized Recruiting Group - Covina.

We will consider all qualified applicants for employment, including those with criminal histories, in a manner consistent with state and local laws including the City of Los Angeles Fair Chance Initiative Hiring Ordinance",17 hours ago
Design Engineer,Apollo Technology Group,Ziprecruiter,"Saint Michael, MN",Contract,https://www.ziprecruiter.com/k/l/AAK9NXkVd0HaCrVVFNKZwiDbQOxlletI2R8p79IhqxAJaNBK1dgQwDAcWiuxL3v6QuT9mvMhQtlODUjEqOmXu6534G4jBW9RKFxfYQ3plu6IKdVmUEXfcH_abtCMjRUw2OzBaQnWj-yshGdHJoVVqyN3PgkdfiKAyLZp2vtGSsY7Ew-0nltcfMvYmfpizZfCNvQ1SmM?pageType=perl_serp,"Apollo Technology Group (ATG) is a fast-growing, dynamic company with a strong, supportive culture that offers many opportunities for career development and advancement. We are always looking for passionate, dedicated individuals to join our team to help us continue to strive for excellence as we provide valuable, innovative solutions for our customers! We are currently looking for a Design Engineer to join our team at our St. Michael facility. This is a full-time, salaried position offering a complete benefits package, including competitive PTO, 8 company-paid holidays, 401K with a company match, and disability, health, dental, vision and life insurance! New employees start accruing PTO right away, and they are eligible for full-time benefits within 31 days or less! We also offer a clean, bright and safe work environment and a free on-site gym! Apply today and take the first step in working for a company where your contributions and career development truly matter!
Job Summary:
The primary function of the Design Engineer position is to utilize SolidWorks on a daily basis to generate piece part files, assembly models, and document drawing packages. ATG offers a wide variety of goods across many industries, so no two projects are alike. Projects include custom machinery design, plastic and metal piece parts, large-scale plumbing assemblies, and framing design. The Design Engineer will guide and mentor drafters and other engineers in the engineering department. Additionally, this individual will work directly with team members on the manufacturing floor on a daily basis to ensure parts or projects are being built per the prints and answer questions as they arise.
Job Duties:
Generate 3D modeling utilizing SolidWorks
Generate documents and control drawings via SolidWorks
Generate P&IDs for large plumbing system projects via Microsoft Visio
Prepare customer facing drawing packages
Prepare internal production drawings and Bill of Materials for component/ material ordering
Work with vendors to obtain information on various purchased components
Answer questions from production colleagues
Participate as an active work team member
Other duties as assigned
Minimum Requirements:
Adhere to all Company policies
Know, understand, and support ATG’s Quality Policy and Quality Objectives and understand how this position affects the outcome of both
2+ years of technical school or equivalent
5 + years of experience in the plumbing, water treatment or industrial equipment market
Previous experience using SolidWorks (or equivalent software) and Microsoft Office suite are required; Visio experience is preferred
Able to work independently with minimal instruction and supervision; effectively plan, organize and execute own activities
Flexible and adaptable by nature; works well under pressure and within changing environments
Able to communicate effectively (verbal and written) with customers, vendors, manufacturing, and office personnel
Able to read and understand Material Safety Data Sheets, ISO documents, engineering documents and drawings
Able to work effectively under various environmental demands, including near heavy machinery and for extended periods in front of a computer monitor
Willing to cross-train as needed
An offer of employment at ATG is subject to a pre-employment drug-screen and background check.",21 hours ago
Controls Engineer - DIRECT HIRE,Aegis Worldwide,Ziprecruiter,"Sterling Heights, MI",Contract,https://www.ziprecruiter.com/k/l/AALW_-gOvzDb9bW3r1IdRq7wQ_ozIL3Ih3zsSkt87E7N4ttogJr8nUXvnjNWHGSVCKOv-HUJYPPdW5jZn6lcuOk00rdgyn1wJd_fqmpTs8PNaKEBH0HfJTi085iuDKvcOOjMx8XqGUvlfL2HrEqz3W_5uGq_VgjMrpmj3KnF4MO8-eoOuYIY4pBN-mFhiearulGTXz0?pageType=perl_serp,"As a Controls Engineer, you will work with some of the most talented engineers in the automation industry. This role will enable you to perfect your controls experience while integrating some of the most state of the art robotics & technology available. The innovative solutions we design offer diverse experiences that will strengthen your skills and challenge your abilities.
Responsibilities:
Design, implement and document controls systems for various types of automated equipment
Troubleshoot robot controllers, ladder logic, electrical control devices, mechanical units, transfer devices and peripheral equipment.
Perform machine power up, debug and programming.
Ensure equipment is designed and programmed to specifications using standard techniques and approach.
Qualifications:
Bachelor's degree in Electrical Engineering or related field OR Associates degree with 2+ years of related experience
5+ years of related experience
Experience with any the following: PLC's, HMI's, Robotics, Mechatronics, Motion Control, Vision Systems and/or Programming.
Experience with CAD (i.e. AutoCAD Electrical or SolidWorks).
Ability to understand electrical/pneumatic schematic drawings.",3 hours ago
Jr. Systems Engineer,Prescient Solutions,Ziprecruiter,"Schaumburg, IL",Contract,https://www.ziprecruiter.com/ek/l/AAKYVNvrGsa6Ilssi2d9K1YoNmlQKjEwbTceeiAUzn-HWFA3DAikfMgPEGiRv9bFBfBNqphTzCMP79tUsxoqHd7_DmCvmuc26KjsxLfBGdru5Xsbmbw5xADqG33cfBBOKRFZD-UfH0_dFiCZTUNOa1mU-vD2Pa_Jy-bTmDMW_nAwv3CWMPnvjZVyCARnkmxcWo9VP7U?pageType=perl_serp,,Today
"Hiring!! Engineering Technician - Maplewood, MN ($20 to $24 hourly)",Russell Tobin,Ziprecruiter,"Maplewood, MN",Contract,https://www.ziprecruiter.com/k/l/AAJniUfVRhTeLqdU9_6k50EF66ucFWCH_fYk1rcHsiOyupgoyE_oN3UfSRuG3TcaWARVbzNrYN6LqQJtILBeBDJZA3sdCIG6Yykin9aCHrXraCRFzrCavVGAGXceeQfJ3BsGEaNFUQbJSuGLqyz7SaKpBh8lH1aLIrk4pkJIy3QNH7hENu_j3Ih6QDxo0-w5EJLlkus?pageType=perl_serp,"Russell Tobin is urgently looking for an ""Engineering Technician"" in ""Maplewood, MN"".
JOB DESCRIPTION:
The client is looking for a contract Engineering Technician for its Retail Business to assist product developers in the product qualification process, product testing and competitive analysis, product development, test method development, and equipment set-up, prototyping product concepts or fixtures, and conducting laboratory experiments.
Primary Responsibilities include but are not limited to the following:
Independently carry out tasks and tests in a lab environment as well as using computer software to analyze data, summarize conclusions, and complete documentation.
Interact with 3M development and manufacturing engineers on existing product portfolios to carry out product testing for manufacturing or product issues and audits, complete analysis, and documentation.
Support 3M engineers on the scale-up and qualification of production parts and the creation of product claims, test method development, and specification documents.
Utilize and understand 3M laboratory equipment to perform product testing and test method development.
Document observations and data in spreadsheets and technical notebooks. Complete data analysis and prepare final reports and summaries. Report test results to appropriate people and project teams.
Work with 3M systems to update product information, claims, and product specifications.
Supporting product development programs by prototyping new product concepts, or deconstructing and modifying existing products.
Prepare, operate, and maintain basic hand tools, power tools, and shop equipment.
Perform routine lab duties including shipping and storing customer samples.
Basic Qualifications:
BS or BA from an accredited university + Minimum 1 year of laboratory experience.
OR
Two-year associate degree (2-year degree) or equivalent experience + Minimum of 2 years of laboratory experience
Additional:
Independent working
Basic skill set with data collection and analysis (MS Office Suite: Excel, Word, PowerPoint)
Preferred Qualifications:
BS or BA from an accredited university
Minimum of 1 year of experience or education with plastic or consumer products
Minimum of 2 years of experience in a 3M laboratory
Minimum of 2 years of experience with product testing or audits.
Analytical and curious mindset to understand data trends and solve problems.
Critical thinking to understand a task or problem and develop a solution.
Basic understanding CAD software, 1+ years’ experience; Solidworks preferred.
Excellent communication skills (oral, written, and presentation)
Hands-on skills in a shop environment for building and prototyping",yesterday
Building operating engineer Level II (HVAC),CCS Facility Services,Ziprecruiter,"Tempe, AZ",Contract,https://www.ziprecruiter.com/k/l/AAIE9rvdMQlcXJGbY6FI8d-pMjuVXNzxOsczrkl494Wk4K3oAWfuq_QS_qpCOc3-gBjkXHR5Ecq9f8gRy3Ou6Mn_5Ct9Z--ckKkCHkkbgKPZRMaHYJtm2CQiqDf1rw4FVnynhqKM3X4Zbg6PoH-Npe5uiL-tIgT9FSpLOwIf43fBIU3IoKDnBQnQzBF4WzUFufWVV6E?pageType=perl_serp,"BUILDING ENGINEER II
JOB SUMMARY:
The Building Engineer II apply trade skills to perform preventive maintenance and corrective repair of building systems for the safe, efficient and proper operation of the assigned property. The individual in this role must be capable of completing all tasks as directed by the Chief Engineer, Assistant Chief Engineer or property management staff with some supervision, taking ownership when assigned team projects and accepting responsibility for actions and results.
DUTIES AND RESPONSIBILITIES:
Complies with all applicable codes, regulations and governmental agency and Company directives related to building operations and work safety.
Works in a constant state of alertness and safe manner.
Competent in all shift operations, satisfying work orders and/or providing some technical and procedural assistance for coworkers.
Electrical: Possesses a working knowledge of electrical systems, circuits and electrical safety procedures. Knowledgeable in troubleshooting, short circuits, grounding issues, etc. of single- or three-phase AC circuits. Competent in the replacement of outlets, switches, lighting ballasts, circuit breakers, motor control starters, motors, etc. Assists with the preventive maintenance program for all electrical equipment.
· HVAC: Possesses a working knowledge of heating, ventilating and air conditioning (HVAC) systems and Central Plant operations to include troubleshooting of same. Assists with preventive maintenance for all building mechanical equipment such as air handlers, pumps, variable air volume units, etc. Knowledgeable in building automation systems (BAS). Responds to HVAC calls. Knowledgeable in chemical treatment. Performs inspections on chillers; adjusts and records findings. Replaces belts, motors, bearings, actuators and valves on all mechanical equipment. Knowledgeable in pneumatic or direct digital control (DDC) controllers and actuators for proper operation.
· Life Safety: Proficient in the property’s life safety systems and all life safety recordkeeping. Identifies and responds to fire alarms and trouble calls; properly enables or disables points. Conducts inspections of emergency generator and fire pumps; records results. Makes recommendations for outside service as appropriate.
· Miscellaneous: Maintains a basic understanding of mechanical drawings and wiring diagrams.
· Repairs or replaces door closures, hardware and operators. Adjusts or repairs security systems.
· Maintains adequate supplies and tools and orders materials necessary to complete all tasks.
· Arranges for subcontractors when required.
· Updates job knowledge at an appropriate level by participating in educational opportunities, reading professional publications, growing personal networks and possibly participating in professional organizations.
Performs and/or oversees the day-to-day efficient operation, maintenance and repair of all building and site systems for assigned properties. Building systems include but are not limited to HVAC, electrical, lighting, plumbing, energy management, water treatment, hardware, keying and fire protection.
Assist in the monitoring of contractors, inspecting work and generating deficiency lists.
Accurately complete tenant requests, repair work and related records for the respective site/buildings as required. Follow applicable government / local authority requirements and other records for assigned properties.
Available for various shifts, to fill in for other staff, and to work extended hours, nights, weekends and holidays to ensure adequate building coverage and perform necessary repairs as needed. Respond to afterhours emergencies such as fire, flooding, severe weather (including but not limited to snow and ice removal) power outage and other related situations including clean-up activities per on-call procedures or as requested in critical situations.
Assist in the monitoring and implementation of OSHA requirements.
Perform other duties as assigned.
DESIRED SKILLS AND EXPERIENCE:
Solid ability to safely and properly use the following tools: ladders, lifts, basic hand tools, multimeters, amp probes, anemometers (airflow meter and hood), pressure gauges, drain augers, plungers, safety goggles, ear protection and fire extinguishers.
Knowledge of the operation of heavy equipment such as chillers, generators, switchgears, pumps, air handling units, etc.
Effective interpersonal and customer service skills to work with customers, co-workers and outside vendors.
Effective time management and personal organization skills; works with a sense of urgency; able to meet deadlines.
Solid understanding of computer technology including email systems, mobile smart phones, memos and spreadsheets.
Professional, effective written and verbal communication skills. Requires the ability to read, write and speak English to interact with co-workers and tenants, give and receive direction and complete tasks and work orders.
Ability to comprehend, analyze and interpret documents. Capable of defining problems, collecting information, establishing facts and drawing conclusions at a level appropriate for the position.
Ability to add, subtract, multiply and divide common units of measure and apply these concepts to practical situations.
QUALIFICATIONS:
· Valid driver’s license and clean driving record required
· High school diploma or equivalent
· Minimum 5 years’ experience in the building operation/maintenance field preferred
· Universal EPA Refrigerant Handler License required
· NATE Certified HVAC Technician
· Refrigeration Operating Engineer or Stationary Engineer License required
BENEFITS:
· Health Insurance
· Paid Holidays
· PTO",20 hours ago
Design Verification Engineer,ATR International,Ziprecruiter,"Milpitas, CA",Contract,https://www.ziprecruiter.com/k/l/AALyxVJ4LPUqh9J8B-k2AT0lj1qmzu4zWJMxnUmvO7Keb1znCr757mccjL8l9EMAn0zWxfDAWOYIIgkBhMK0G5PjJkd4jItQh3Q5dq92B-dIn4HW2yOyPLOr1QwAJ-6M24Mnv2teNGwxdz7gtx5WpALKN30gd3TfdExvCLmWlJ_3BNqJPzmF25Fs9P6LNuc7NFNyN2c?pageType=perl_serp,"Full-Time
Milpitas, CA
The role is a technical, hands-on, in charge of the verification environment for new silicon projects and developments. We are looking for an experienced professional with Passion & Drive to succeed.
Primary Responsibilities:
· Responsible for all aspects of verification methodology employed and for ensuring the application of uniform standards and adoption of best practices.
· Work and liaison with other Design Verification teams within our customer sites to identify holes in the design verification flow and implement corrective action.
· Overall, responsible for verification of ASIC designs to include such things as:
O Design Verification – Implement test benches in UVM and System Verilog, run regressions at RTL and gate level, generate and report DV metrics with respect to bug tracking and code coverage, debug failures and provide feedback to the design team.
O Responsible for oversight and completion of debugging problems and troubleshooting in Real Time. This includes being responsible for Debugging Designs for High throughput, Low Latency of Pipeline and Dynamic Power Management at full system level.
O Setup Verification Regression suites at RTL Level & Corresponding Netlist Level after Synthesis to test any/all Corner case conditions.
· Work closely with our design team to ensure we are meeting design requirements for projects. This may include review of specifications, understanding chip architecture, developing tests & coverage plans, and defining methodology & test benches.
· Work closely with our Custom SoC department to provide great customer service to our clients and the projects at hand. Support, encourage and drive timely and accurate deliverables with customers within schedules
Requirements:
· BS or MS in Computer Science or Electrical Engineering.
· 5+ years of industry experience bringing silicon ICs into high volume production.
· Must have strong experience with UVM.
· Must have a full chip verification experience
· Experience of leading a single project.
· Knowledge of industry standard interfaces.
· Extensive Familiarity with Verilog, SystemVerilog, Simulation tools & demonstrated ability to debug Problems & Troubleshoot in Real Time.
· Sound knowledge of ARMv8, interconnect, memory coherence and memory architectures
· Familiarity with Formality & most popular Verification Tools.
· (Key knowledge should include such topics as: IP validation, Gate level verification, FPGA Validation, Emulation, Silicon Validation, Reference Board bring up verification, Silicon Bring up, DFx, Low Power Verification)
· Expertise in writing Perl / Python, awk, sed & Common Scripts to automate the Verification Tasks for CPU plus all Chip peripherals – USB, PCIe, MIPI, SDIO, PCI E & DDR Controllers.
· Advanced knowledge of ASIC design and verification flow including RTL design, simulation, test bench development, regression, equivalence checking, timing analysis, scan insertion and test pattern generation
· Experience with low-level programming of systems in C/C++.
· Experienced in writing scripts in languages such as Perl, Python, and Tcl.
· Functional understanding of constrained random verification process, functional coverage, and code coverage.
· Low power verification UPF
· Team player with excellent communication skills and the desire to take on diverse challenges.
· Customer interaction
Other Qualifications:
· Good knowledge of low power camera and imaging systems is a plus
· Experience with formal verification tools is a plus.
· CPU Security, Secure boot, Secure JTAG
· Familiarity with ARM architecture
· Familiarity with scripting/programming with Perl/Python, Tcl, C/C++",19 hours ago
Mechanical Engineer EDN Engineering,Powell Industries,Ziprecruiter,"Northlake, IL",Contract,https://www.ziprecruiter.com/ek/l/AAIyLSJIHdc7ISsU8Pl-CI6LenmdAqn_RljKohAJiOYm8M7-p0J57qJuFOOdcTKvEOdoli2nvUqsdAsNJZ834NbjGGt6waMSW45dbCVgXmDYefF8mXDOuC7ZDJJRrSvJ9gGdmsptdoebY1BA0LgQnm8GXn1lOEyQQKB3_WhI3HJtcyIz21IMLjcnkUqT964yLb6KDWo?pageType=perl_serp,,Today
CNC Machinist Programmer (2nd or 3rd shift),"Etech Hi, Inc.",Ziprecruiter,"Waukesha, WI",Contract,https://www.ziprecruiter.com/k/l/AAJ5rrFsqjklDCRoS67XhRRA3UzedFeEFR2FWvVEWanRVu3zfL78tOuS3Eh7bkFtjQG6eyj6-MMALOqc9ial0iNs5g9IkYCJSy827TyT2cmzrVyVYwE68uSM5ANz5CFV7MA3OqR1uFz5Ojty4e8feKFxGKGK0cqtmI12xBImaV_kSM7d6gNQmjMKPmJYReQ6-6WEng?pageType=perl_serp,"An outstanding, full-time opening has become available with a renowned manufacturing facility in the Waukesha-Elm Grove, WI area for a local individual with 3+ years’ experience as a CNC Machinist/Programmer. This is an exciting opportunity offering extensive training with proprietary, cutting edge machine technology as well as a generous compensation package and benefits package including medical, dental, vision insurance, 401K plan, shift differential, PTO and other outstanding perks.
Required work experience includes:
Please do not apply unless you have 3+ years’ experience operating various 3 and 4 axis CNC Mills, Lathes, Cutter Grinders, etc. (experience with 5-7 axis is a big PLUS!)
**Ability to identify, set-up and utilize specialty tools including but not limited to: drill bits, ball nose ends, flat ends, cutters/key cutters, reamers, etc. is preferred.**
Demonstrated experience reading blueprints, setting up and programming CNC Machines using G&M code is a MUST (Numroto experience is a PLUS)
Experience monitoring machine operation and assess quality of machined parts, ensuring pieces are cut to spec is a MUST
Certification or Technical/Trade school is a PLUS
Ability to read/use/understand metric system measurements is a MUST
***Training to be 1st shift for first 6-9 months, following a shift change to 2nd or 3rd. (2nd = 2pm-10pm; 3rd = 10pm-6am)
If interested and qualified, please submit your most up-to-date resume for our review and consideration!",19 hours ago
Manufacturing Engineer III,EDGE AUTONOMY,Ziprecruiter,"Ann Arbor, MI",Contract,https://www.ziprecruiter.com/ek/l/AALg8cqy1yqIo4Okk0OBc4X_L4UGPnRKFWaLdEdvFcuBTYSNjVhCz8Yu7D6tXvdXY4deHHJNWgUuOJYiXolCpqwtkSXcfeiXCTlocbSxKJxRYWAFC2m9c6y54i7Laycg-CVEQDsXEIwjLeo07IgXgeL7pfddeTGIYPUlXbyIvz6Y87xHeScWJkpe7f7snrqQyVr24g?pageType=perl_serp,,Today
loT Developer,Integrated Talent Strategies,Ziprecruiter,"Williamsburg, IA",Contract,https://www.ziprecruiter.com/k/l/AAI6t8FFAqdav5lDJ_YOXje9J1lGcIf7zWoC-gaahROU5IDz_Hl1rg41GbCDi6cDP2zvBIgMSd1KiJXT3dRt6K2ymIUFiVs2VLCNrehZdkI4z8LXpLtfxUdEXqELodBRcMAS2hzVXRqZL0DRDcpwuqxQlQZY1wOCVyF-MBAOSLwPBqfFU5slnchl3ZBAYcIHTgr3?pageType=perl_serp,"JOB TITLE: IoT Developer
REPORTS TO: Factory 4.0 ManagerSummary of Responsibilities
Develop standard PLC and equipment programming concepts to support Cosma divisions implementing an IoT architecture.

The requirements listed below are representative of the knowledge, skill, ability and essential duties required to successfully perform this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.Essential Duties and Responsibilities
Develop new techniques to connect legacy equipment to modern infrastructure
Manage code deployments, fixes, updates and related processes
Create IoT applications that run on-premises and in the cloud
Brainstorm for new ideas and ways to improve development and delivery
Develop KPIs, metrics, and other monitoring tools to track I4.0 production environments
Provide detailed specifications for proposed solutions including materials, external services and internal resources required
Work with source control tools (Azure DevOps, GitHub)
Actively troubleshoot any issues that arise during testing and production
Perform additional duties as assigned.
Act with honesty and integrity, and make ethical business choices in accordance with Magna's Compliance Policies and Procedures.
Qualifications
Understanding of multiple computer programming languages (ex: JavaScript, C#, Python, C++, Java)
Experience with databases and different types of data storage
Experience in with the MQTT protocol (Optional)
Time and project management skills, with the capability to prioritize and multitask as needed
Experience with capability studies (such as CPK, Gage R, and Gage R&R)
Statistical Analysis (basics)
Knowledge of different project management methodologies such as Waterfall and Agile
Able to demonstrate understanding of how job performance affects product quality and customer satisfaction
Able to work well with others; build and maintain positive employee relations
Able to prepare, read and interpret written reports, instructions, procedures and guidelines
Able to effectively present information and respond to questions from management, employees, suppliers and customers
Able to maintain confidentiality, and use discretion and tact
Able to manage and schedule multiple priorities and meet deadlines
Able to work flexible hours and overtime (or ""flexible and additional hours”, if salaried)
Able to calculate figures and amounts, such as percentages and proportions
Able to use computer and software as required
Able to repetitively lift up to 25 pounds (50 pounds, etc.)
Education, Skills and Experience
Education – Required: Associates Degree in Computer Science or related field of study
Education - Preferred: Master's Degree in Computer Science or related field of study
Years of Experience: Minimum six plus (6+) years of related experience required
Supervisory Experience: None
Licenses and Certifications: None
Microsoft SQL and/or DB2 SQL Database knowledge
Python or Jython
Ignition or Funnelcloud experience preferred
Familiar with MQTT protocol preferred
Skilled with core Microsoft Office 365 family products (Word, Excel, Outlook, PowerPoint, Access)
Experience with Microsoft Office 365 Power collection of tools (Power BI, Power Automate, Power Apps)
Understanding of PLC controls logic",13 hours ago
