job_title,company_name,address,job_description,job_source_url,job_posted_date,job_source,job_type
Lead Software Developer,Randstad Technologies,"Remote or Birmingham, AL, USA",job summary: We are looking for a Lead Software Developer! This role is fully remote and we are accepting candidates around the US. Candidates must have: At least 5 years of experience working with WPF At least 5 years of recent C# development experience Professional exposure to working with stored procedures and API's Has previously written SQL scripts as a part of their current/previous role(s) Experience working with the MS stack (specifically .NET and C#) Nice-To-Have NO candidates with a,https://www.dice.com/job-detail/f3e50571-0961-4e08-99ad-31c9656e2877?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted 2 hours ago,Dice,contract
Jboss Fuse Developer,Ventures Unlimited,"Atlanta, GA, USA","Contract Role - Jboss Fuse Developer LOC: ATLANTA GA ONSITE ONLY ( HYBRID MODEL ) YEAR OF EXP: 8-10 Job Description: Hands on knowledge on Fuse/ Apache Camel is a mustExperience in working with interceptors and mutual SSL authenticationExperience with Backend additional technologies such as REST, Web ServicesThorough understanding of software development and/or support methodologies, principles and procedures and related software management toolsExperience using SQL databases and writing SQL",https://www.dice.com/job-detail/2b0c60d4-5592-480a-a317-10614ecbbf33?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted 1 hour ago,Dice,contract
Python Developer with Machine Learning,"VDart, Inc.","Santa Clara, CA, USA","VDart Inc is the leading global provider of digital solutions, products and talent management company providing digital technology solutions in Automotive, Manufacturing, Energy & Utilities and Healthcare Industries. Led by a strong global team located across 10 countries including USA, Canada, Mexico, Brazil, UK, Japan, Australia & India. We are currently accepting applications from staffing firms for our Preferred Partner Program, where we align niche staffing firms with specific verticals bas",https://www.dice.com/job-detail/2ee027f7-c61c-4da8-bc9a-0d04e7993a63?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted moments ago,Dice,contract
Senior Sitecore Architect/Developer,Infinite Computer Solutions (ICS),"Secaucus, NJ, USA","Senior Sitecore Architect/Developer Duration: Start Date: 04/17/2023.End Date: one year (with possible further extension)Location: Secaucus, New Jersey is preferred. Remote work can be offered. Total position: 1 IBM Bill Rate: Best Rate Rate: $/hr. Job Description: We are urgently looking for Senior Sitecore Architect / Lead Developer to start from 4/17. Required Skills: Sitecore Commerce: experience on Sitecore version 9, Sitecore commerce, SXACertified Sitecore developer (version 9 or abo",https://www.dice.com/job-detail/a8254ade-ab7a-4f65-9f11-d91a8dbf0b1c?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted moments ago,Dice,contract
PHP Web Developer,Mid Source Tech,"Burnsville, NC, USA","Seeking a PHP Web Developer with experience in PHP and integrating data from Ellucian Banner ERP systems with third party vendor products. Expected Skills: Able to work without assistance; able to manage medium complexity work efforts; must have industry experience. Description (including, but not limited to): Development and enhancement of applications based on established design specifications Analysis, design, coding, component/assembly testing of all application code owned by the Application",https://www.dice.com/job-detail/117b5c90-1806-4fb3-b7c6-b71a28987ae2?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted 2 hours ago,Dice,contract
.Net Developer with Couchbase OR NOSQL Database experience (Mandatory),Metasys Technologies,"Mahwah, NJ, USA","Hi Partner, This is Sampath from Metasys inc. Given below are the details of the position with one of our clients and was wondering if you would be interested or can recommend someone who would be interested in this job. Title: .NET Developer (Couchbase OR NOSQL Database experience Mandatory) Duration: 12+ Months Location: Mahwah NJ (ONSITE) Interview Mode: Coding Interview & Video Essential Skills:Microsoft C#, NoSQL document repositories (Couchbase), Microsoft .NET Co",https://www.dice.com/job-detail/c0352df7-157c-4dc0-b958-f6c90d5fdf03?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted moments ago,Dice,contract
Angular UI Developer,Spanco Solutions,"Charlotte, NC, USA","Job Role- Angular UI Developer Location- Charlotte, NC (Onsite/Hybrid) 12-Month Contract Job Description Responsible for developing and delivering complex software requirements to accomplish business goals. Key requirements of the role include ensuring that the software is built to meet functional, non-functional and compliance requirements. This role codes solutions, unit tests, and ensures that the solution can be integrated successfully into the application/system with clear, robust and well-",https://www.dice.com/job-detail/6d8df412-f5f7-4785-a805-888078a72a34?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted moments ago,Dice,contract
"W2 - Data Warehouse Developer III (SQL, Tableau development, Tableau site administration, Dashboard, Scrum) - Remote",Tanson Corp,"Remote or Madison, WI, USA","Description: The client is looking for a Data Warehouse Developer Top Skills & Years of Experience: a. 4 years of experience writing complex SQL with relational databases (not generated from a tool) within the last 8 years. b. Tableau development 4 years c. Tableau site administration 4 years d. Dashboard development, including hands on development of analytics dashboards and working with complex data sets 6 years e. Working with data warehouses 4 years f. Agile development practices, par",https://www.dice.com/job-detail/1d25d977-b66c-444a-83d8-4522ba6ed125?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted 1 hour ago,Dice,contract
Front End Developer (Full Stack) (.Net Exp) (10+ Years),"Primesoft, Inc","Miami, FL, USA","Role: Front End Developer (Full Stack) (.Net Exp) (10+ Years) Exp: 10+ years Location: Maimi, FL (Weekly 3 days Onsite) MOI: Phone + Skype Skills Required: · 10+ years’ experience working in Technology · 6+ years of hands-on programming experience with good understanding of Object-Oriented Programming techniques, Design patterns, Service Oriented Architecture, Concurrency, and SOLID principals · Hands-on C#/.NET experience · Hands-on Front-End development experience with Angular 6+ · Expe",https://www.dice.com/job-detail/c94062b0-7bd3-4c48-ab8a-759335878ffe?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted 2 hours ago,Dice,contract
Remote Sr. .NET Developer (14 years) + UMTD/ PERM/ FRC preferred,Stellar Professionals LLC,"Remote or Columbus, OH, USA",Remote Sr. .NET Developer (14 years) + UMTD/ PERM/ FRC preferred Mode of interview: Webcam Work arrangement: Remote Applicant must have 14 years of relevant experience with the following: Bachelor's degree in computer science or information systems or related field 14 years of experience with .Net Framework including Microsoft C#.Net Framework 14+ years of developer experience using front-end application code using modern web development technologies 14+ years of experience using Relational da,https://www.dice.com/job-detail/24a88044-c0d4-4ffb-ab76-1a7f9af274dc?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted 2 hours ago,Dice,contract
Sr.Java Full Stack Developer(React),Stellar IT Solutions,"Sunnyvale, CA, USA","Job Title: Java Full Stack Developer with React & Observability Tools Job Duration: Long Term Contract Job Location: Sunnyvale, CA(Hybrid) Job Description: We are seeking an experienced Java Full Stack Developer to join our team. The ideal candidate will have strong experience in Java, React, and observability tools such as Splunk, AppDynamics, or Dynatrace. This is a hands-on role that will require you to design, develop, and maintain our web applications. Responsibilities: Develop and mainta",https://www.dice.com/job-detail/fb1d4f91-fbfc-475f-84c4-0c6cd310d4a3?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted 1 hour ago,Dice,contract
Backend Java Developer-Oracle-Hybrid-PD,"Phaxis, LLC","New York, NY, USA","NO 3RD PARTIES PLEASE. Our direct client is seeking a Senior Java Developer for a long-term consulting engagement. This position is hybrid, 2 days per week onsite in NYC, 3 days remote. You must already reside locally in the New York tri-state area. A final face to face interview in NYC is required Compensation $ 80.00-$90.00 per hour 4+years of Java backend development experienceStrong Unix/Linux OS experienceFinancial domain exp., ideally Prime Brokerage experienceDay to Day: This person will",https://www.dice.com/job-detail/33579005-543f-47a1-b97d-5ff97caa6213?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted 1 hour ago,Dice,contract
WEB DEVELOPER,"Paramount Software Solutions, Inc","Remote or Sunnyvale, CA, USA","Work in a small, high performance agile team environment sharing innovative ideas and working collaboratively across teams. Work with talented engineers and product visionaries to contribute to the vision and design of our web and mobile properties. Create front end of interactive websites incorporating HTML5, CSS3, JavaScript, AJAX as well as other Web 2.0 techniques. Be a product-oriented Web Developer creating and experimenting with new ideas that will engage and excite our customers. Experi",https://www.dice.com/job-detail/25323ac0-8fcf-4f14-bbc7-dce7e0e17485?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted 1 hour ago,Dice,contract
Python Developer-Denver,Access Data Consulting Corp,"Greenwood Village, CO, USA","Python dev that can take scripts, plug them in to CI/CD pipelines, networking background. STRONG understanding/ exp with Robot framework along with ability to write python test scripts, have some test automation. Uses GitLab, CI/CD pipelines.",https://www.dice.com/job-detail/54e97b14-4624-4907-9ac4-8950c7d47193?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted 2 hours ago,Dice,contract
Frontend/ Backend / Full Stack Developer,Ionidea,"Irving, TX, USA","esponsibilities of this role is to either build frontend of the application, or else develop the REST APIs, or both. In short, we need strong backend, or frontend, or full-stack developer. Candidate should have 5 to 8 plus years of experience. Backend: • Experience in developing Spring Boot APIs along with security and performance aspects. • Strong Core Java and functional programming experience. • Experience with relational and no-sql database, preferred Oracle and MongoDB. • Development of com",https://www.dice.com/job-detail/0c1e8ccb-5280-4443-9715-0f39023b20e1?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted moments ago,Dice,contract
Sr. Developer - UI,Cavalry Professionals LLC,"Atlanta, GA, USA","Qualifications Responsibilities Gather and evaluate user requirements in collaboration with product managers and engineers. Produce high-quality UX designs using wireframes, flow diagrams, graphic and visual design, sitemaps, prototypes, and storyboards. Design UI elements, such as search boxes, navigation menus, widgets, and tabs, for the company's digital assets using figma. Develop UI mockups and prototypes that clearly illustrate how sites function and look like Create original graphic desi",https://www.dice.com/job-detail/db360056-fd39-468b-9295-3c344283de52?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted 1 hour ago,Dice,contract
Java Developer (On-site from Day One),Kyra Solutions,"Tallahassee, FL, USA","Do you want to make an impact on the world around you? The work we do at Kyra Solutions directly impacts government entities and the citizens they serve. In Transportation, our solutions are designed to save lives on the roadways and in our Regulatory practice, we are designing solutions to make government digital for your accessibility. Kyra works hard to offer long-term growth potential, competitive wages, and continuous professional development for our employees. Join Our Team If you are inte",https://www.dice.com/job-detail/a982db92-6b21-402e-a4ba-b38ca29376c0?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted 1 hour ago,Dice,contract
Python Developer,"Galaxy i Technologies, Inc.","Westlake, OH, USA","Title: Python Developer Location TX,MA,NC,RI,NH Contract: W2 DIRECT CLIENT Job description: Expertise Strong programming experience with Python Experience building and deploying solutions on public cloud infrastructure (AWS). Experience crafting API's and creating RESTful microservices. Experience with modern build strategies, continuous integration, unit testing, test driven development, static analysis, and automated integration tests. Continuous delivery experience preferred. Cloud infras",https://www.dice.com/job-detail/b8fcf5f7-be4a-4f8f-a141-b720fc836a9c?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted moments ago,Dice,contract
Tableau Java Developer,Ionidea,"Irving, TX, USA","nowledge and Skills: 6 + years software development experience Direct experience working in(hands-on involvement) multi-dimensional development projects/programs with diverse technology stack and global deployments Techniques to extract raw data from various sources such as MS Excel, SharePoint lists, MS SQL, Oracle, Service Now, Abinitio console, Autosys console. Ability to define and implement data querying expressions and techniques using Tableau, MS Excel Power Query, MS Excel Power Pivot Ab",https://www.dice.com/job-detail/9c19b374-0e8e-43d9-8f66-ad3d1c38b272?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=f1696a51-f442-44a2-9677-c5f797d7443c,Posted moments ago,Dice,contract
