job_title,company_name,address,job_description,job_source_url,job_posted_date,job_source,job_type
Product Technical Lead,"Stefanini, Inc","Dearborn, MI","Stefanini is looking for a Software Engineer Senior at Remote Location
For quick apply, please reach out to Divya Mishra:
Phone: (248) 263-8666
Email: divya.Mishra@stefanini.com
Position Description:
Technical Lead of the Credit Technology & Software organization creates digital software products for dealers and customers to support the client's credits strategic goal to be the reason customers choose and stay
The Product Technical Lead will contribute to the development of new digital products for the Credit Commercial customers
Will expand the one-stop-shop of products and services offered to commercial customers",https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_8f88e236&cb=1679635086695&jobListingId=1008546585937&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-0cc21259c228d2a4-,24h,Glassdoor,Contract
sr. software developer (front-end),Randstad,"Northbrook, IL","summary
$65 - $75 per hour
temp to perm
bachelor degree
category
computer and mathematical occupations
reference
1002337",https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&cs=1_f6087069&cb=1679635086695&jobListingId=1008546662872&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-afd80130d4b81432-,24h,Glassdoor,Contract
Software Engineer Consultant/Expert,"Stefanini, Inc","Dearborn, MI","Stefanini Group is hiring!
Stefanini is looking for Software Engineer Consultant/Expert at Remote Location
For quick apply, please reach out Sahil Sharma
Phone: (248) 213-3698
Email: Sahil.Sharma@Stefanini.com

Open to W2 candidates only!

Position Description:
We're seeking an experienced full-stack software engineering professional familiar with Lean, Agile, and eXtreme Programming (XP) practices. Collaborating closely and continuously with fellow engineers, designers, product managers and product owners, you will help build, validate and release innovative software products early and often. You will continuously learn and mentor fellow team members.",https://www.glassdoor.com/partner/jobListing.htm?pos=113&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_d8aaaef8&cb=1679635086696&jobListingId=1008546585915&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-54f148189deb5f1b-,24h,Glassdoor,Contract
Senior Specialty Software Engineer (contract),Wells Fargo,"Charlotte, NC","Lead or participate in complex initiatives on selected domains. Assure quality, security and compliance for supported systems and applications. Serve as a technical resource in finding software solutions. Review and evaluate user needs and determine requirements.

Provide technical support, advice, and consultation with the issues relating to supported applications. Create test data and conduct interfaces and unit tests. Design, code, test, debug and document programs using Agile development practices. Understand and participate to ensure compliance and risk management requirements for supported area are met and work with other stakeholders to implement key risk initiatives.

Conduct research and resolve problems in relation to processes and recommend solutions and process improvements. Assist other individuals in advanced software development. Collaborate and consult with peers, colleagues and managers to resolve issues and achieve goals. Required Qualifications: 4+ years of Specialty Software Engineering experience, or equivalent demonstrated through one or a combination of the following: work experience, training, military experience, education.",https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&cs=1_dedd1482&cb=1679635086696&jobListingId=1008546517190&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-812bcef52eac8a5b-,24h,Glassdoor,Contract
Mobile Application Developer,Tessolve,"San Jose, CA","Role: Mobile Application Developer
Type: Contract
Duration: 6 months
Location: San Jose, CA

Role/ Responsibilities:
Programming in React Native or any coding language that allows app release and operation on Android and IOS devices.
Developed applications using one/common source code for iOS/Android.
Application development involving Bluetooth devices in Embedded domain",https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_1ba529e1&cb=1679635086696&jobListingId=1008546312508&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-24258cbc05dfc13b-,24h,Glassdoor,Contract
sr aws cloud developer,Randstad,"New York, NY","summary
$80 - $90 per hour
contract
bachelor degree
category
computer and mathematical occupations
reference
1002339",https://www.glassdoor.com/partner/jobListing.htm?pos=116&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&cs=1_86eb08d2&cb=1679635086696&jobListingId=1008546662796&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-7e4faba96f0b56fc-,24h,Glassdoor,Contract
BHJOB15656_18653 - SDET (QA Automation Engineer),Myticas Consulting,United States,"Myticas's direct client based out of Madison, WI is currently seeking a SDET (QA Automation Engineer) for a 100% remote contract position.
NOTE: They will be requested to come onsite eventually for work or meetings.
Must have prior experience working with an Object Oriented Programming language such as C#, or Java.
Must have prior experience working with Relational Databases such as MS-SQL
Must have a working knowledge of Object Oriented Programming Principles
Must have a working knowledge of the software development process, including analysis and design, development tools and technologies, and version control",https://www.glassdoor.com/partner/jobListing.htm?pos=117&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&cs=1_66f2226c&cb=1679635086696&jobListingId=1008546315405&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-d6378640ae71fd7c-,24h,Glassdoor,Contract
BHJOB15656_18647 - Senior Full-Stack Java Developer,Myticas Consulting,"Chicago, IL","The recruitment team at Myticas Consulting is looking to hire a Senior Full Stack Java Engineer to join our team on a contract-to-hire basis.
We are looking for someone with the following skills and requirements:
4+ years of software development experience in Java
3+ years of software development experience in ReactJS or Vue JS
Development experience with React native and/or Flutter and/or Kotlin native app are pluses.
Any experience with RPA tools is a great plus.
Any CSS framework experience: Bootstrap or Materialize or Tailwind",https://www.glassdoor.com/partner/jobListing.htm?pos=118&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&cs=1_1635d7d2&cb=1679635086696&jobListingId=1008546315391&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-07f584c07f1c5f74-,24h,Glassdoor,Contract
Node.js Developer,Digitive LLC,"Dallas, TX","Previous working experience as a Node.js Developer.
BA in computer science or similar relevant field
In depth knowledge of Node.js
Hands on experience with HTML, CSS, and AJAX
Development experience designing object-oriented JavaScript and SVG
Applicable knowledge of web libraries and frameworks such as AngularJS, Polymer, and Closure
Familiarity with the whole web stack, including protocols and web server optimization techniques
Strong analytical skills and problem-solving aptitude",https://www.glassdoor.com/partner/jobListing.htm?pos=119&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_5b71de30&cb=1679635086697&jobListingId=1008546096370&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-a3f8beae95068251-,24h,Glassdoor,Contract
C# .Net Developer,Intellect Inc,Remote,"Position: Software Developer (C, C++/C#)
Location: 100% Remote
Position type: Long-term Contract - W2 - Almost 24 months
Position Description:
Looking for an experienced Software Developer that possess the following:
Knowledge and Skills:
4+ years of Experience in developing Windows Application using C, C++, and C#",https://www.glassdoor.com/partner/jobListing.htm?pos=120&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_c9d71afc&cb=1679635086697&jobListingId=1008545881695&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-2d9c1ccdd3e538ee-,24h,Glassdoor,Contract
IVR Developer,Tranzeal Inc,Remote,"Hello,
I hope you are doing well.
PFA the JD and let me know your interest for this position??
Title- Java Developer with IVR
Location- Remote, CA
Duration: Long Term Contract Position
Skills/Experience:
Minimum Education and Experience",https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_7a6aa841&cb=1679635086697&jobListingId=1008545716679&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-47d807340cf5e012-,24h,Glassdoor,Contract
AS400 Synon Developer,GS SOLUTIONS,Remote,"5+ years of experience with AS400 iSeries / SYNON
Experience with RPG III / RPG ILE
SYNON IS A MUST
PBM / Healthcare experience desired
Participate in Requirement gather sessions
Strong written and verbal communication skills and the ability to interface effectively with team members, IT Groups, and business users.
5+ years experience working in an SDLC environment.",https://www.glassdoor.com/partner/jobListing.htm?pos=122&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_c03f4da9&cb=1679635086698&jobListingId=1008545672096&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-b109416e3a78e6b9-,24h,Glassdoor,Contract
Dot Net Developer (Only Citizen & GCH),adroitts,Remote,"adroitts is a fast-growing IT solutions company that helps businesses adapt and grow in a continuously evolving market. Our tailor-made technological solutions are perfectly aligned to our client’s business goals and objectives. we strive to be a long-term trusted and reliable partner for our customers organization to help overcome IT challenges. Our solutions, methodologies and implementations are designed with customer centric focus and customers ROI. We pride ourselves in our employees feeling welcomed, valued, and involved.
We are seeking a DotNet Developer with TFS and DevOps experience with 6 to 8 years of experience.
As a DevOps Engineer you will be a key member of a team that is dedicated to securely and efficiently delivering the tools our clients need to support their efforts towards improving healthcare. You are a highly motivated self-starter with experience supporting configuration management for custom .NET applications deployed in a Windows Environment. Experience with CI/CD and security and compliance automation are desired.",https://www.glassdoor.com/partner/jobListing.htm?pos=123&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_4c5769c7&cb=1679635086698&jobListingId=1008546039881&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-a839f1d890798bcf-,24h,Glassdoor,Contract
MS Dynamics Developer,HireX,"New York, NY","Hi
Please share me your updated resume.
MS Dynamics Developer
Long term Contract
Work Location: Purchase, NY Hybrid – Monday thru Wednesday onsite.
Video Hire
USC GC H4 EAD GCEAD
ASAP Start",https://www.glassdoor.com/partner/jobListing.htm?pos=124&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_deb6ce1a&cb=1679635086697&jobListingId=1008546085584&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-c4ce66bc267ceaab-,24h,Glassdoor,Contract
Application Developer,AANSEACORE INC.,"Madison, WI","Role: Application Developer (QA Automation Engineer)
Location: Madison, WI
Job Description
We are looking for a passionate and motivated Application Developer to join our “Always On” strike teams to improve the resiliency of our applications. A candidate who enjoys the challenge of writing software and automation to create repeatable and reliable application deployment and maintenance processes.
Skill / Qualifications",https://www.glassdoor.com/partner/jobListing.htm?pos=125&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_ccfea9a4&cb=1679635086698&jobListingId=1008546022078&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-a34c32574b1967b3-,24h,Glassdoor,Contract
REACTJS DEVELOPER-FULLTIME /CONTRACT TO HIRE /W2 ROLES,Volto IT,"Austin, TX","REACTJS DEVELOPER-FULLTIME /CONTRACT TO HIRE /W2 ROLES
Onsite Locations : AUSTIN, TEXAS /SUNNYVALE,CA
PAY - 50-60/hrly ;(Salary -110K -130K BASED ON EXPERIENCE)
100 % ONISTE WITH HYBRID OPTIONS
KEY REQUIREMENTS
Fullstack React JS Developer with 5 plus years work experience in React – Redux",https://www.glassdoor.com/partner/jobListing.htm?pos=126&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_f8d8b564&cb=1679635086698&jobListingId=1008545938309&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-468b0f2ce86cff79-,24h,Glassdoor,Contract
Java Developer,vebyond corp,"Sunnyvale, CA","Very strong in Java and Kafka
Rest APIs and microservices
No SQL DB experience preferably Cosmos
.
Job Type: Contract
Salary: $44.00 - $46.00 per hour
Schedule:
8 hour shift",https://www.glassdoor.com/partner/jobListing.htm?pos=127&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_b5c45707&cb=1679635086698&jobListingId=1008546003972&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-7dd903a49f5ab649-,24h,Glassdoor,Contract
React Native Developer,eCom Solutions Inc,"Plano, TX","Job Title: React Native Developer
Location: Plano, TX
Duration: Long Term
Pay Rate: $60/hr on C2C
Job Description
Relevant experience in Java, SprintBoot, React Native (Must) and Angular is a plus - 6+ years of experience
Designs the overall technological architecture of products with the help of the team; Guides project teams on technology strategy related to coding practices, continuous integration and automated deployment",https://www.glassdoor.com/partner/jobListing.htm?pos=128&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_74c98052&cb=1679635086698&jobListingId=1008546016722&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-613879a94bcc0a1f-,24h,Glassdoor,Contract
Python/Django Developer,Vimerse InfoTech,"Andes, NY","open for Hybrid candidates
Worked on Django Admin and DRF (Django Rest Framework) specifically
Should have experience in developing Django bases distributed systems.
Should have worked on Django Model based Admin functionality and should be able to customize
Should have experience in redis, celery with Django implementations
Should have experience in writing rest apis in Django framework and should be able to optimize if required",https://www.glassdoor.com/partner/jobListing.htm?pos=129&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_b70ef8af&cb=1679635086698&jobListingId=1008545676654&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-7e3628bbae5476e0-,24h,Glassdoor,Contract
ReactJS Engineering Lead Developer,Compest Solutions Inc,Remote,"ReactJS Engineering Lead Developer
Experience: 10+ years
Shift Day 9 AM TO 7 PM EST
**REMOTE**
Max rate: USD$60 on C2C
An experienced UI Tech Lead having strong experience in design/ development of React based UI Programs. Must have implemented Modern UI design and development principles.
Good experience in using DevOps/CI-CD principles for UI Deployment and has done a lot of Interaction with key stakeholders and Team Members in Project execution using Agile methodologies.",https://www.glassdoor.com/partner/jobListing.htm?pos=130&ao=1136043&s=58&guid=00000187120d7c6ba3e0447f6c621531&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_c8d8788f&cb=1679635086698&jobListingId=1008546051657&jrtk=3-0-1gs90qv512ead001-1gs90qv6dg2pn800-df06dbfa78b61696-,24h,Glassdoor,Contract
sr. software developer (back-end),Randstad,"Northbrook, IL","summary
$65 - $75 per hour
temp to perm
bachelor degree
category
computer and mathematical occupations
reference
1002333",https://www.glassdoor.com/partner/jobListing.htm?pos=201&ao=1136043&s=58&guid=00000187120f1d61b9ccfac5204b34bb&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&cs=1_51fd3a48&cb=1679635193418&jobListingId=1008546662687&jrtk=3-0-1gs90u7bvi9h3801-1gs90u7cuj4go800-c96d42a90e659e6b-,24h,Glassdoor,Contract
Software Engineer,"Stefanini, Inc","Dearborn, MI","Stefanini Group is hiring!
Do you want to be a part of a highly innovative, digitally transformative team and work on cutting-edge, state-of-the-art technologies? If yes, then this is for you!
An exciting opportunity awaits, let us help you get started!
Click Apply now or email: Angie.Keeler@stefanini.com for faster processing!
Open to W2 candidates only!

Responsibilities:
Delivers application software using the cloud-based architecture across a full stack of technologies utilized by a balanced team
Consults with product manager to identify minimal viable product and decompose feature set into small scoped user stories",https://www.glassdoor.com/partner/jobListing.htm?pos=202&ao=1136043&s=58&guid=00000187120f1d61b9ccfac5204b34bb&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_51af76b8&cb=1679635193418&jobListingId=1008546585963&jrtk=3-0-1gs90u7bvi9h3801-1gs90u7cuj4go800-b3519cf58d49368f-,24h,Glassdoor,Contract
Sr.Net Developer,Engineering Square,"North Palm Beach, FL","Must-have skills:
C, C# .NET
Mono (.NET for Linux)
SCADA systems and ICCP connections
Oracle, SQL Server, and PostgreSQL
Energy exp
Preferred:
Data Structures and Algorithm Design",https://www.glassdoor.com/partner/jobListing.htm?pos=203&ao=1136043&s=58&guid=00000187120f1d61b9ccfac5204b34bb&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_e071df51&cb=1679635193419&jobListingId=1008545940571&jrtk=3-0-1gs90u7bvi9h3801-1gs90u7cuj4go800-a662d712afd4d39c-,24h,Glassdoor,Contract
Node.js Developer (w2 -role)--Hybrid,Geopaq Logic,"Ridgefield, NJ","Tittle: Back End /Node JS Developer
Contract Period: 12 months
Work Location: Ridgefield Park, NJ
Requirements:
●Over 7 years of JavaScript and Node.js in developing or maintaining information systems.
●Experienced with strong knowledge in:
JavaScript, Node.js, MongoDB and AWS",https://www.glassdoor.com/partner/jobListing.htm?pos=204&ao=1136043&s=58&guid=00000187120f1d61b9ccfac5204b34bb&src=GD_JOB_AD&t=SR&vt=w&uido=1E3EAA49EFFA02826732B3BCE3A0CCC4&ea=1&cs=1_3cdfa3a5&cb=1679635193419&jobListingId=1008545802111&jrtk=3-0-1gs90u7bvi9h3801-1gs90u7cuj4go800-16beda1ef8ff7451-,24h,Glassdoor,Contract
