job_title,company_name,address,job_description,job_source_url,job_posted_date,job_source,job_type
SQL Developer - Pilot,Experis,"Charlotte, NC, USA","SQL Developer Our client in Charlotte, NC is looking for hardworking, motivated talent to join their team. Don't wait apply today! What's in it for you? Hybrid working model Contract Full time Job Description 7+ years of MS SQL server experience 5+ years of ETL (Extract, Transform, Load) Programming experience 7+ years of SDLC (System Development Life Cycle) experience 5+ years of SQL experience 4+ years of business intelligence experience 4+ years of experience with data analytics reportin",https://www.dice.com/job-detail/2b000bff-23f1-47db-a51e-f44036dafd15?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 18 hours ago,Dice,contract
Junior .NET Developer - Remote,Centraprise Corp,"San Francisco, CA, USA","Position: Junior .NET Developer Location: SFO, CA (Remote) Hiring Type: Contract Job Description Exp: 2-3 years Managing L2 and L3 Level support team for.net based applications. Strong RDBMS concepts and experience in creating, maintaining and tuning Views, Stored Procedures. Leading and providing high-end application support on systems, managing incidents Ensuring that the goals of the Incident Management process are achieved restoring normal service within defined SLA Requires Skills :-- .",https://www.dice.com/job-detail/78218fa2-9d14-42b1-ac3e-762d41010c5d?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 11 hours ago,Dice,contract
MuleSoft Developer,Kforce Technology Staffing,"Remote or Louisville, KY, USA","RESPONSIBILITIES: Kforce has a client that is seeking a MuleSoft Developer in Louisville, KY. Summary: The MuleSoft Developer codes software applications based on business requirements. The candidates work assignments are varied and frequently require interpretation and independent determination of the appropriate courses of action. Key Tasks: * MuleSoft Developer standardizes the quality assurance procedure for software * Oversees testing and debugging and develops fixes * Research complaints",https://www.dice.com/job-detail/028c8630-e343-485d-9bef-eb6f5f82d609?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 8 hours ago,Dice,contract
Remote Job for Sr. Omnichannel Developer/ Tech Lead,KPG 99 Inc.,"Remote or Miami, FL, USA","Role : Sr. Omnichannel Developer/ Tech Lead Location : Remote must work EST hours Interview : Phone and Skype Duration : 6 months + Client is looking for a Omnichannel Sr. Developer/Tech Lead. They are looking for a Sr. developer/Tech Lead. Below is the technical skill breakdown (rough estimate): Omnichannel Chatbot (LivePerson preferred) 40% Integration with APIs, website, tagging frameworks and backend datastore 30% Intelligent Search and Search SaaS Integration (LucidWorks preferred) 30%",https://www.dice.com/job-detail/94c15d00-04b7-4158-8287-428a9a13be6d?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 14 hours ago,Dice,contract
Sr. Python Developer,Centraprise Corp,"New York, NY, USA","Job Title: Sr. Python Developer Location: Charlotte, NC / Jersey City, NJ (Hybrid) Hire Type: Contract Job Description: Expertise in Core Python programming Strong knowledge in Capital Market domain (Risk, financial pricing, valuations etc.) Working knowledge and experience using threading limitation of Python and multi-process architecture. Familiarity with event driven programming in Python. Experience in scheduling jobs or trigger events programmatically. Hands on experience with JIRA, Agil",https://www.dice.com/job-detail/24f5ff5c-b185-4101-9d0a-d85a90958067?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 11 hours ago,Dice,contract
UI Developer,Randstad Technologies,"Jersey City, NJ, USA","job summary: Role Overview: Seeking Developer with hands on experience on Angular or related UI frameworks, with 7 plus years of overall experience in UI development Primary Responsibilities: Developer with hands on experience on Angular or related UI frameworks, with 7 plus years of overall experience in UI development Should have hands on experience of Web Application development using advanced HTML designing and Java scripting. Excellent communication and analytical skills Knowledge of bank",https://www.dice.com/job-detail/2c82dcfa-efce-46de-b68f-664693ef5fa1?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 9 hours ago,Dice,contract
React Developer (CLT),Matlen Silver,"Charlotte, NC, USA","Job Title: React Developer Duration: 12-18 months Location: Charlotte, NC Required Pay Scale: 60-70/hr. Job Summary: 5+ years dev experience with ReactThe successful candidate will have recent experience with React functional components, creating custom react hooks, creating/implementing design systems, and solving complex business problems using UI technologies Enterprise Independent Testing OMNIA project, funding supporting delivering extra components Must Haves / Required 5+ years React dev",https://www.dice.com/job-detail/c9052f6f-1f58-4ed6-971a-2fce112cd98b?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 8 hours ago,Dice,contract
Axiom Developer,VeridianTech,"Remote or New York, NY, USA","Find the JD for your reference. Axiom Developer Location: 100% Remote Duration: Long Term Contract Interview: Phone and Skype Minimum of 2-3 years of Axiom ""SL controller view"" development experience is a must. Must have a development background with Axiom. Not looking for a BA or a Data Analyst. Need a coder with Axiom. Not a functional person but a technical. Person will play a crucial role in two projects. Needs to have 6-8 years of IT dev experience. Prior experience and knowledge on US",https://www.dice.com/job-detail/c6c88c40-5e13-45ef-aaa6-fe33458fc0ca?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 14 hours ago,Dice,contract
AS400 Developer (onsite),United IT Solutions,"Issaquah, WA, USA","Release Comments: AS400, ISeries Onsite Day 1 Issaquah, CA Description: Client is looking for a talented and creative iSeries/AS400 Developer for Application Development and Solutions support. The developer will be working with one of the leading Wholesale retailers in the US. The ideal candidate should have the ability to work creatively and analytically in a problem-solving environment. The ideal candidate must possess excellent written and verbal communication skills with the ability and kn",https://www.dice.com/job-detail/5086a52a-021e-45f7-9146-ec814503de6c?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 13 hours ago,Dice,contract
iOS Developer,The Ascent Services Group,"Aurora, CO, USA","Innova Solutions is immediately hiring for an iOS Developer position. Title: iOS Developer Position Type: Contract to Hire Location: Greenwood Village, CO (Hybrid Onsite) Job Description: This person is responsible for developing the iOS video streaming applications. Writing software, debugging, and ensuring that the project current and using best practices. Responsibilities: Write software, debug issues and ensure that the project is using best practices. Oversee the coding standards of t",https://www.dice.com/job-detail/8747653a-fbd3-411c-9df8-4c20df5c267c?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 18 hours ago,Dice,contract
SAP Developer/Global Support Manager,DP Professionals Inc,"Remote or Columbia, SC, USA","DPP is seeking an SAP Developer and Global Support Manager for an opportunity in Columbia, SC. Project background: The following modules of SAP have been implemented across the enterprise: BI, MM, HR, Payroll, SRM, CRM, Treasury Management, and PBF. The implementation of SAP began in November 2007 with the FF and MM modules, and concluded in June 2013 with the implementation of PBF. The Treasurer s Office is planning to retire the existing Legacy systems, in addition to continuing to optimize th",https://www.dice.com/job-detail/9f367c3f-8f2f-4d92-b651-512a958b7c47?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 15 hours ago,Dice,contract
Full Stack Developer,Randstad Technologies,"Addison, TX, USA","job summary: Position Summary: The successful candidate will be based in Charlotte, NC or Dallas, TX and will demonstrate superior .NET & SQL Server technical skills, a 'can do' attitude and possesses a 'continuous improvement' mentality. Excellent communication skills. Teamwork and a desire to lead a team and develop team members are essential. Required Skills: Full stack developer Object Orientated design/coding SQL skills - stored procedures, views, data modelling ASP.NET, C#, MVC, HTML/CS",https://www.dice.com/job-detail/3b57da93-2a60-4cc3-9755-0bbc259133b1?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 12 hours ago,Dice,contract
UI Developer,Randstad Technologies,"Charlotte, NC, USA","job summary: Description: Primarily Angular UI developer with Java background in Containers and Micro services. Will be a part of a team working on application projects and break/fix items. Java, Core Java, J2EE, SpringMVC, SpringBoot, Hibernate, SQL, PL/SQL, Microservices Previous Experience in Banking and Finance Experience working in Agile teams -Experience with JavaScript frameworks and libraries, especially Angular -Understanding of enterprise change control systems and processes Educat",https://www.dice.com/job-detail/25c283b9-462f-426a-ac22-56fbc82ba235?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 6 hours ago,Dice,contract
UI Developer,Randstad Technologies,"Charlotte, NC, USA","job summary: Position Summary: UI Application Developer: Develops, enhances, debugs, supports, maintains and tests software applications (primarily React JS,) that support business units or supporting functions operations. These application program solutions may involve diverse development platforms, software, hardware, technologies and tools. Participates in the design, development and implementation of complex applications, often using new technologies. May collaborate with external programm",https://www.dice.com/job-detail/26f4233e-006f-423e-9352-84ba31003dd5?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 18 hours ago,Dice,contract
C# Machine Developer,Beacon Hill Technologies,"Ankeny, IA, USA","Position: C# Machine Developer Location: Onsite in Ankeny, IA Manager Notes: * C# Machine Automation Development, support of the lab automation process * Work in R&D, create things that have never been done before * Create C# applications to interact with automated machinery * Must have work experience with C# and databases * write software that interacts with automation machines * Responsible for code development, debugging, analyzing test results, implementation, support, and enhancement of a",https://www.dice.com/job-detail/ebbc2bff-1b87-4941-9427-56408de4a0ae?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 18 hours ago,Dice,contract
UI Developer,Randstad Technologies,"Charlotte, NC, USA","job summary: Position Summary: The Document, Content and Records Services (DCRS) organization provides a comprehensive enterprise technology platform for managing the digital document lifecycle for bank documents and checks. We are seeking a talented Angular Application Developer professional to drive the design and rewrite of a legacy user interface. Primary Skill: Angular X Secondary Skill: Core Java Required Skills: Must have solid experience in developing User Interfaces for web-based",https://www.dice.com/job-detail/890dc4e4-c51e-476c-aa88-76a61c40366b?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 18 hours ago,Dice,contract
.NET Developer,Signature Consultants,"Jersey City, NJ, USA","Job Summary: Signature Consultants is seeking a Senior .NET Developer for an opportunity with a client located in Jersey City, NJ. Responsibilities: Meeting with technology managers to determine application and website requirements Upgrading existing .NET websites and applications Analyzing system requirements and delegating development tasks Developing technical specifications Writing scalable code for .NET software applications Reviewing and debugging .NET applications Providing support for j",https://www.dice.com/job-detail/61f0f598-9eaf-446c-bd46-4f51112c0149?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 18 hours ago,Dice,contract
Python Machine Developer,Beacon Hill Technologies,"Urbandale, IA, USA","Position: Python Machine Developer Location: Urbandale, IA (Hybrid) Manager Notes: * Work in a fast-paced R&D environment * Create web pages using Python and React to interact with automated machinery * Design databases and JSON APIs * Python Machine Automation Development, support of the lab automation process * Write software that interacts with automation machines * Responsible for code development, debugging, analyzing test results, implementation, support, and enhancement of automated syst",https://www.dice.com/job-detail/23f856f0-8a02-4ed7-af1b-651197b94be9?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 18 hours ago,Dice,contract
Full Stack Developer,Randstad Technologies,"Jersey City, NJ, USA","job summary: Role Overview: This position will sit within the Corporate Treasury Technology Group. This position seeks to fill the need for a senior full stack Developer. The individual selected for this role will be experienced and skilled in building and supporting highly dynamic, responsive web applications (Java, HTML, JavaScript, CSS, AJAX, Angular, Breeze.js, C#, Python, Entity Framework, jQuery) as well as be well versed in large-scale enterprise SDLC processes. The role will a key contr",https://www.dice.com/job-detail/7de9e528-4248-43c8-9370-3a9474bf6040?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 9 hours ago,Dice,contract
Java developer,Randstad Technologies,"Remote or Irving, TX, USA","job summary: Designs, develops, and implements web-based Java applications to support business requirements. Follows approved life cycle methodologies, creates design documents, and performs program coding and testing. Resolves technical issues through debugging, research, and investigation. Requires a bachelor's degree in area of specialty and 1 - 3 years of experience in the field or in a related area. Familiar with standard concepts, practices, and procedures within a particular field. Relies",https://www.dice.com/job-detail/9d13c9e5-d7d0-4f19-8bb3-e8a83d51b766?searchlink=search%2F%3Fq%3Ddeveloper%26location%3DUnited%2520States%26latitude%3D37.09024%26longitude%3D-95.712891%26countryCode%3DUS%26locationPrecision%3DCountry%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26filters.postedDate%3DONE%26filters.employmentType%3DCONTRACTS%26language%3Den%26eid%3DS2Q_&searchId=57de37fe-6ab8-4fe2-a138-eaa68f3150d1,Posted 12 hours ago,Dice,contract
