,job_title,company_name,address,job_description,job_source_url,job_posted_date
22,APPLICATION DEVELOPER,BCforward,"Phoenix, AZ (Onsite)","Application Developer
BCforward is currently seeking highly motivated Application Developer for an opportunity in Phoenix, AZ 85007

Job Title: Application Developer
Location: Phoenix, AZ 85007
Expected Duration: 2 year(s)

Responsibilities include:
The C# full stack developer is responsible for building and supporting applications, including everything from back-end services to our client-end products.
Primary responsibilities will be to support existing production workloads, develop new features for deployed products, process service desk tickets for our customers, engage with the rest of the team on problem solving and coordinate the release of application patches with DevOps.

Specific duties include:
Design, build and maintain efficient, reusable and reliable C# code.
Manage service desk tickets for applications that the developer is supporting Patch and update applications based on customer needs.
Identify bottlenecks and bugs while devising solutions to these problems.
Help maintain code quality, organization and automation.
Improve systems by studying current practices; designing modifications.
Ability to work closely with internal clients, technicians and engineers.
Conduct insightful, ad-hoc analysis to investigate ongoing or one-time operational issues.

Ability to work in an agile development environment.
Self-starter, able to work with limited supervision, with excellent time management skills.
Proficient in C#, with a good knowledge of its ecosystems, along with Angular, MVC, ASP.Net, .Net WebForms and JQuery.
Understanding of PowerBuilder, it's tooling and methodologies. Strong understanding of object-oriented programming.
Skill for writing reusable C# libraries.
Familiar with various design and architectural patterns.
Working knowledge of SQL, data extracts and reporting Creating database schemas that represent and support business processes.
Basic understanding of the Common Language Runtime (CLR), its limitations, weaknesses and workarounds.
Implementing automated testing platforms and unit-tests.
Proficient understanding of code versioning tools such as SourceSafe, Team Foundation Source Control (TFS/TFVC) and Git.
Minimum of 5 years' experience in application development or related field.
Detail oriented, analytical and inquisitive with excellent documentation skills.
Ability to work independently and with others.
Extremely organized with strong planning, organizational and time-management skills.
Interested candidates please send resume in Word format Please reference job code 198461 when responding to this ad.
RECOMMENDED SKILLS
.Net Framework Agile Methodology Analytical Angular4 Architectural Patterns Asp.Net Core",https://www.careerbuilder.com/jobs?cb_apply=false&cb_veterans=false&cb_workhome=false&emp=jtct%2Cjtc2%2Cjtcc&keywords=Developer&location=Us&page_number=4&pay=&posted=1&sort=date_desc,TODAY
23,SALESFORCE SENIOR BUSINESS AND TECHNICAL SPECIALIST,BCforward,"Raleigh, NC (Onsite)","Salesforce Senior Business and Technical Specialist
BCforward is currently seeking highly motivated Salesforce Senior Business and Technical Specialist for an opportunity in Raleigh, NC 27609

Job Title: Salesforce Senior Business and Technical Specialist
Location: Raleigh, NC 27609
Expected Duration: 06 plus months contract

Responsibilities include:
* Build Business stakeholder solution and transition requirements
* Prepare and maintain documentation and artifacts including analysis reports and user documentation in accordance with PMO PM and BA methodology
* Works with Project Managers Portfolio Managers developers and end users to ensure application designs meet business requirements
* Provide business analysis deliverables as input to the procurement documents and assist in writing the procurement documentation as required
* Perform functional integration testing UAT support including developing test scenarios and cases
* Support required system go-live activities
* Creating User stories and acceptance criteria and authors other Agile documents and deliverables
* Triage and resolve assigned tickets in timely manner with high quality which may require engaging directly with providers and recipients
* Develop and expand Salesforce skills to enable resolution of tickets across wide range of issues
* Use ServiceNow to manage assigned tickets through resolution including documenting steps taken during resolution and assigning tickets to other teams as needed for triaging and resolution
* Escalate potential CVMS defects or enhancements to Tier-3 Support Lead

KNOWLEDGE SKILLS AND ABILITIES / COMPETENCIES:
* Demonstrated experience participating in the documentation of functional requirements and technical specifications for existing and new applications
* Strong writing and communication skills and can build relationships with both their team members and clients
* Results-oriented individual with a very strong work ethic and must be able to demonstrate excellent negotiation communication and problem-solving skills
* Ability to work with customers as a member of cross-divisional work groups and maintain positive and productive relationships with customers peers and superiors
* Ability to act independently with sound business judgment and thrive in environment with diverse communication styles
* Ability to prepare and present oral and written documents clearly and concisely
* Exhibit comprehensive knowledge of the work requirements demonstrated by an in-depth understanding and use of advanced principles theories and practices associated with Business Analysis and PMI PMBOK Guide and Standards
* Experience working with customers to advise on strategies alternatives and the implications of specific application customization and interface designs
* Possess a high-level understanding in the areas of application programming database and system design
* Ability to manage complex assignments with multiple work streams and aggressive and sometimes competing timelines
* Understanding of Software Development Lifecycle SDLC concepts and process
* Knowledge of and experience with IT Service Management best practices and principles
* Experience with Microsoft Office Suite MS Word EXCEL PowerPoint Visio and Microsoft Project
* Must have experience as a business analyst on a Salesforce implementation project
* Must have proficiency in agile scrum and kanban software tools
* Extensive understanding of SharePoint end user experience sites libraries lists and groups
* Salesforce certifications and Experience using ServiceNow preferred

Skills:
Extensive knowledge of business system analysis techniques and testing methodologies, Required7Years
Demonstrated experience in gathering business requirements and development of business rules and process flow, Required7Years
Proven experience with business process design, definition and/or re-design. , Required7Years
Experience with Business Analysis methodologies and problem solving , Required7Years
Ability to utilize Microsoft Office Suite (MS Word, EXCEL, PowerPoint, Visio) Microsoft Project, Required7Years
Excellent communication skills (both verbal and written), Required7Years
Experience in development of procurement related documents including RFP and evaluation criteria. , Desired5Years
Demonstrable analytical skills and an attention to detail., Required7Years
Experience working for State government , Required7Years
Healthcare related experience, Required5Years
Demonstrated experience with both waterfall and agile projects, Required7Years
Experience with Jira or other tools, Required5Years
Experience with Salesforce deployments with multiple clients, Required3Years

Interested candidates please send resume in Word format Please reference job code 199196 when responding to this ad.
RECOMMENDED SKILLS
Agile Methodology Analytical Attention To Detail Business Analysis Business Process Models Business Requirements",https://www.careerbuilder.com/jobs?cb_apply=false&cb_veterans=false&cb_workhome=false&emp=jtct%2Cjtc2%2Cjtcc&keywords=Developer&location=Us&page_number=4&pay=&posted=1&sort=date_desc,TODAY
24,WINDOWS/C++ DEVELOPER WITH PORTING EXPERIENCE,Greenlight Professional Services,"Westford, MA (Onsite)","Windows/C++ Developer with Porting experience
Technical lead on Windows migration project
Expertise in Application/ Product migration to Windows 10. Need to have fair understanding of Windows 10 architecture
Expertise in Window 10 API calls
Investigate known issues & OTS compatibility assessment
Experience in Virtual Trusted Platform Module (“TPM”) support
Experience in BitLocker encryption Updates
Experience in Application/OS Patch Installer updates
Expertise in application and DLL assembly, Identifying and resolving issues related to application migration, Identifying and resolving OTS issues.
Experience in Windows Platform, Operating System, Virtualization, basic Networking, System Administration etc.
Possess hands-on technical experience configuring, securing, and troubleshooting Windows® domains, services (DHCP, DNS, WINS), and applications
Possess strong troubleshooting and scripting (Powershell, Batch) skills
Expertise in Networking/communication solutions for Windows 10 applications
Experience in C++/Visual Studio/Powershell/Windows commands
Expertise with creating application installer, OS installers, System Ghost image, OS configuration scripts
Experience in networking issue between client applications
Experience in user privilege escalation
Having program management and execution experience throughout the program life cycle
Experience in Developing and implementing strategy for the program team, including developing a robust risk mitigation plan
1111 2222 3333 4444 
RECOMMENDED SKILLS
Api Architecture Bit Locker Drive Encryption C++ (Programming Language) Communication Cryptography",https://www.careerbuilder.com/jobs?cb_apply=false&cb_veterans=false&cb_workhome=false&emp=jtct%2Cjtc2%2Cjtcc&keywords=Developer&location=Us&page_number=4&pay=&posted=1&sort=date_desc,TODAY
25,SR. GOLANG DEVELOPER,Amtex Systems Inc,"Work From Home, GA (Onsite)","Amtex Systems Inc is an information technology and talent solutions company offering talent and BI consulting to the companies in US for over 20 years.


Our solutions are designed to fill resource gaps, by providing the right candidates who deliver value to the organization. Our propensity to nurture and build strong relationships with our clients helps us better understand their business demands and gives us the ability to provide services that are on time and rise above the rest.


Need:
5 years' experience working with Golang go routines and reflect packages
2 years building XML Files
Assist with messaging streams, utilizing core kafka functions
Good Communication Skills

Kafka, Golang, XML
RECOMMENDED SKILLS
Apache Kafka Communication Golang Xml Files",https://www.careerbuilder.com/jobs?cb_apply=false&cb_veterans=false&cb_workhome=false&emp=jtct%2Cjtc2%2Cjtcc&keywords=Developer&location=Us&page_number=4&pay=&posted=1&sort=date_desc,TODAY
26,FULL STACK DEVELOPER,BCforward,"Columbus, OH (Onsite)","Full Stack DeveloperBCforward is currently seeking a highly motivated Full Stack Developer in Columbus, OH!



Role: Full Stack Developer
Location: Columbus, OH (Hybrid work model - 3 days' work from Office/2 days work from home)

Excepted Duration: 12 Months C2H (W2 resource Only)



Roles and Responsibilities:
Working with team to implement strategic Auto Originations product roadmap
Coordinate with business and digesting Product backlogs
Designing and implementing requirement in partnership with product and technology team members
Identify improvement opportunities including automation, process re-engineering and workforce management
Develop and maintain Knowledge Management process for the development and product teams.


Must Have:
Spring, restful service, and JavaScript


Nice to have:
Angular, react



About BCforward:

BCforward began as an IT business solutions and staffing firm. Founded in 1998, BCforward has grown with our customers' needs into a full service personnel solutions organization. Headquartered in Indianapolis, Indiana, BCforward also operates numerous delivery centers across North America and India. We are currently the largest consulting firm and largest MBE certified firm in Indiana. Our uninterrupted growth has allowed BCforward to deliver uniquely configured IT staffing and project solutions for over years of catering to our customers' specific needs. BCforward currently maintains a team of over 5000 global resources. With our additional brand, Stafforward, together we have the capabilities to deliver services for a variety of industries in both public and private sectors which allows us to address your most challenging needs.
www.BCforward.com
Interested candidates please send resume in Word format Please reference job code 188695 when responding to this ad.
RECOMMENDED SKILLS
Automation Human Resources Java Script (Programming Language) Partnerships Reengineering Restful Api",https://www.careerbuilder.com/jobs?cb_apply=false&cb_veterans=false&cb_workhome=false&emp=jtct%2Cjtc2%2Cjtcc&keywords=Developer&location=Us&page_number=4&pay=&posted=1&sort=date_desc,TODAY
27,ANDROID DEVELOPER - ADVANCED,BCforward,"Plano, TX (Onsite)","Android Developer - Advanced
BCforward is currently seeking highly motivated Sr Android Developer - Advanced for Plano, TX !

Job Title: Sr Android Developer - Advanced
Location: Plano, TX
Expected Duration(Possible Extension): 6 Months W2 Contract to Hire

Job Description
Expert in in Android design technique as well as experience working across large environments with multiple operating systems/infrastructure for large-scale programs (e.g., Expert Engineers) starting to be firm-wide resources. Is multi-skilled with expertise across software development lifecycle and toolset. May be recognized as a leader in Agile and cultivating teams working in Agile frameworks. Sought out as coach for at least one technical skill. Strong understanding of techniques such as Continuous Integration, Continuous Delivery, Test. Driven Development, Cloud Development, resiliency, security. Stays abreast of cutting edge technologies/trends and uses experience to influence application of those technologies/trends to support the business; may give speeches and outside the firm, writes articles

Required Skills
* Android
* Java
* JavaScript
* APK
* Mobile app platforms
* HTML & CSS

About BCforward:
BCforward began as an IT business solutions and staffing firm. Founded in 1998,BCforwardhas grown with our customers' needs into a full service personnel solutions organization. Headquartered in Indianapolis, Indiana, BCforward also operates numerous delivery centers across North America and India. We are currently the largest consulting firm and largest MBE certified firm in Indiana. Our uninterrupted growth has allowed BCforward to deliver uniquely configured IT staffing and project solutions for over years of catering to our customers' specific needs. BCforward currently maintains a team of over 5000 global resources. With our additional brand, Stafforward, together we have the capabilities to deliver services for a variety of industries in both public and private sectors which allows us to address your most challenging needs.

www.BCforward.com
[ Link removed ] - Click here to apply to Android Developer - Advanced /> This posting is not an offer of employment. All applicants must be authorized to work in the United States and willing cooperate with a background check and drug screen, to the extent permitted by federal and local laws up to, and including, both criminal and financial reviews. The submission of intentionally false or fraudulent information in response to this job posting shall render the applicant ineligible for the position. BCforwardis an equal opportunity employer. Any subsequent offer of employment shall be considered employment at will regardless of the anticipated assignment duration.
Interested candidates please send resume in Word format Please reference job code 174666 when responding to this ad.
RECOMMENDED SKILLS
Agile Methodology Css Coaching And Mentoring Continuous Delivery Continuous Integration Html",https://www.careerbuilder.com/jobs?cb_apply=false&cb_veterans=false&cb_workhome=false&emp=jtct%2Cjtc2%2Cjtcc&keywords=Developer&location=Us&page_number=4&pay=&posted=1&sort=date_desc,TODAY
28,MOBILE DEVELOPER- COLUMBUS OH- (W2-PERMANENT ROLE),BCforward,"Columbus, OH (Onsite)","Mobile Developer- Columbus OH- (W2-Permanent role)

BCforward is currently seeking highly motivated - iOS/ Android Developer in multiple locations (TechHubs)

Job Title: iOS/Android Developer
Job Location: Plano, TX or Jersey City, NJ or Tampa, FL or Wilmington, DE or New York, NYC
(Hybrid 3 days onsite and 2 days Remote in a week)
Duration: 6 Months Contract to Permanent

Responsibilities
7 years of experience in the job offered, or 4 years of experience as a Software Developer, as an IT Consultant, or in a related occupation
Knowledge and experience working with Swift/Kotlin or Java and understanding of modern design patterns used
Knowledge and experience in developing custom UI components
Knowledge and experience using popular build tools, like MAVEN, NPM and Gradle
Knowledge and experience in TDD and modern testing frameworks that support it, like
Understanding of source control and experience working with modern tools that support it, such as Git
Advanced knowledge of architecture and design across all systems
Expertise in mobile framework and application design and architecture disciplines
Development Tools (XCode, Android Studio)
An extensive working experience and advanced knowledge in server-side web and mocking technologies.
Nice to Have:
Understanding and experience using CI/CD tools Jenkins
Understanding and use of Objective/C
Micro-services architecture and cloud computing knowledge.
Advanced hands-on knowledge of mobile security domain and solutions
Keen understanding of financial control and budget management
About BCforward:
BCforward began as IT business solutions and staffing firm. Founded in 1998, BCforward has grown with our customers' needs into a full-service personnel solution's organization. Headquartered in Indianapolis, Indiana, BCforward also operates numerous delivery centers across North America and India. We are currently the largest consulting firm and largest MBE certified firm in Indiana. Our uninterrupted growth has allowed BCforward to deliver uniquely configured IT staffing and project solutions for over years of catering to our customer's specific needs. BCforward currently maintains a team of over 5000 global resources. With our additional brand, Stafforward, together we have the capabilities to deliver services for a variety of industries in both public and private sectors which allows us to address your most challenging needs.
www.BCforward.com
www.facebook.com/bcforward
This posting is not an offer of employment. All applicants must be authorized to work in the United States and willing cooperate with a background check and drug screen, to the extent permitted by federal and local laws up to, and including both criminal and financial reviews. The submission of intentionally false or fraudulent information in response to this job posting shall render the applicant ineligible for the position. BCforward is an equal opportunity employer. Any subsequent offer of employment shall be considered employment at will regardless of the anticipated assignment duration.
Interested candidates please send resume in Word format Please reference job code 163941 when responding to this ad.
RECOMMENDED SKILLS
Android Studio Apache Maven Apple Xcode Application Design Architecture Build Tools",https://www.careerbuilder.com/jobs?cb_apply=false&cb_veterans=false&cb_workhome=false&emp=jtct%2Cjtc2%2Cjtcc&keywords=Developer&location=Us&page_number=4&pay=&posted=1&sort=date_desc,TODAY
29,MOBILE APPS DEVELOPER,BCforward,"New York, NY (Onsite)","Mobile Apps DeveloperBCforward is currently seeking highly motivated Mobile Apps Developer - Advanced Role in the location NYC, NY

Position Title: Mobile Apps Developer - Advanced
Location: New York, NY
Expected Duration (possible extension): 6 Months Contract to Hire on (W2)
Additional Skills:
5+ years of combined software/application development experience
Experience with all phases of the development life cycle
Created 1 or more applications available in Apple's AppStore or Google's Android Market
Familiarity with Agile development including daily scrum and weekly iteration reviews and planning
Familiarity with how to optimize code for phones, testing with phones, challenges with phones
Familiarity with several languages: Objective C, Swift, Java a plus
Experience with GIT source control management.
Experience consuming SOAP web services

About BCforward:
BCforward began as an IT business solution and staffing firm. Founded in 1998, BCforward has grown with our customers' needs into a full-service personnel solutions organization. Headquartered in Indianapolis, Indiana, BCforward also operates numerous delivery centers across North America and India. We are currently the largest consulting firm and largest MBE certified firm in Indiana. Our uninterrupted growth has allowed BCforward to deliver uniquely configured IT staffing and project solutions for over years of catering to our customers' specific needs. BCforward currently maintains a team of over 5000 global resources. With our additional brand, Stafforward, together we have the capabilities to deliver services for a variety of industries in both public and private sectors which allows us to address your most challenging needs.
www.BCforward.com
www.facebook.com/bcforward

RECOMMENDED SKILLS
Agile Methodology Git Java (Programming Language) Objective C (Progamming Language) Soap Scrum (Software Development)",https://www.careerbuilder.com/jobs?cb_apply=false&cb_veterans=false&cb_workhome=false&emp=jtct%2Cjtc2%2Cjtcc&keywords=Developer&location=Us&page_number=4&pay=&posted=1&sort=date_desc,TODAY
30,MICROSOFT DYNAMICS NAV / BUSINESS CENTRAL FUNCTIONAL CONSULTANT,"Ormat Technologies, Inc.","Los Angeles, CA (Onsite)","Company Description  
Job Description  
We are looking for a part-time/1099.
Role: NAV / Business Central functional consultant
Location: Remote
Job Type: Part-time
Having 8+ years of Functional knowledge of NAV / Business Central.
Implementation of Business Central through the full project life cycle.
Strong hold on core financial modules.
Manufacturing / Warehouse / Project Accounting / Fixed Asset module knowledge would be any added value.
Data gathering, preparation and import into Business Central Document business requirements and functional specifications using Microsoft’s Sure step methodology (GAP Fit analysis and Functional Requirements Documentation).
Analyze client business processes and recommend ways to improve or re-engineer for optimum performance.
Implement and deploy Dynamics 365 Business Central software (design, configure, train, support).
Understand user and system requirements and identify specific enhancement customizations if necessary.
Provide data migration and conversion support.
Should be able to provide support on ISV products and extensions.
End user support. Provide POC and demo when required.
Excellent in verbal and written.
Good in Teamwork, working with application developers during the design, development, and testing phases.
Draft end-user documentation. Deliver application training online and in a one-on-one environment.

Qualifications  
Additional Information  
All your information will be kept confidential according to EEO guidelines.
RECOMMENDED SKILLS
Asset Management Business Processes Business Requirements Data Migration Finance Manufacturing",https://www.careerbuilder.com/jobs?cb_apply=false&cb_veterans=false&cb_workhome=false&emp=jtct%2Cjtc2%2Cjtcc&keywords=Developer&location=Us&page_number=4&pay=&posted=1&sort=date_desc,TODAY
31,METAVERSE SOFTWARE ENGINEERING SPECIALIST,DataSoft Technologies Inc,"Greenville, SC (Onsite)","Metaverse Software Engineering Specialist

Onsite
About the job
Location: Greenville, SC
Duration: Long-Term Renewable Contract
Pay rate: W2 Salary/ W2 Hourly
Job ID: 4215
No C2C. No subcontracting. Must be able to work on W2 with DataSoft Technologies.
Overview
Drives Metaverse innovations for multiple use cases from Car Design, Production up to Sales and Marketing. Watches market trends in different emerging technologies impacting the Metaverse – 3D/VR/AR, Blockchain/NFT, Artificial Intelligence – with respective analysis of their potential for company in close partnership with global company business units. Understands the business demands with respect to Metaverse technologies. Designs concepts and implements 3D applications using game engines and hands over to global IT teams.
Responsibilities:
Analyzes market trends in emerging technologies for Metaverse applications
Works with stakeholders throughout the organization to identify opportunities for leveraging emerging technologies to drive business solutions
Develops ideas and concepts in close partnership with startups, universities and tech players
Designs and implements 3D apps using Game Engine technologies (Unreal Engine)
Integrates SW modules into internal but also external software ecosystems
Manages projects with external companies and universities
Presents project results to higher Management, business units and also other global TechOffices.
Works as a member of an agile team of experts.
Creates project milestones, refines stories and monitors their status continuously.
Serves as internal consultant to other developers and engineers as needed, providing assistance in all phases of product life-cycle development.
Advises developers and engineers on latest Metaverse technologies and assists the team in process matters as related to development/support and provides the necessary on the job training and development of associates/contractors within the team.
Maintains accurate, meaningful and updated technical and non-technical documentation pertaining to all aspects of area(s) of responsibility.
Performs other duties as assigned by Supervisor
Qualifications:
Bachelor degree in computer science, engineering or related field.
Advanced degree (Masters or PhD) in computer science, engineering or a related field (preferred).
5+ years post-university experience in software engineering in software engineering.
1+ years post-university experience in 3D/VR/AR applications.
1+ years proven experience completing agile projects.
1+ years of knowledge of in one or more Game Engines: Unreal Engine, Unity 3D
3+ years of knowledge and experience of in one or more of the following programming languages: C++, Java, C#
1+ years of knowledge in 3D data pipelines and modeling tools
1+ years experience in agile projects.
Experience with Game engines 
Experience with 3D Virtual Reality 
About our Company
DataSoft Technologies is a highly recognized provider of professional IT Consulting services in the US. Founded in 1994, DataSoft Technologies, Inc. provides staff augmentation services for Information Technology and Automotive Services. Our team member benefits include:
Paid Holidays/Paid Time Off (PTO)
Medical/Dental Insurance
Vision Insurance
Short Term/Long Term Disability
Life Insurance
401 (K)
RECOMMENDED SKILLS
Agile Methodology Artificial Intelligence Blockchain C Sharp (Programming Language) C++ (Programming Language) Information Technology",https://www.careerbuilder.com/jobs?cb_apply=false&cb_veterans=false&cb_workhome=false&emp=jtct%2Cjtc2%2Cjtcc&keywords=Developer&location=Us&page_number=4&pay=&posted=1&sort=date_desc,TODAY
32,INFORMATICA DEVELOPER - INTERMEDIATE,BCforward,"Houston, TX (Onsite)","Informatica Developer - Intermediate
BCforward is currently seeking highly motivated ""Informatica Developer"" for Houston, TX !

Job Title: Informatica Developer
Location: Houston, TX
Duration: 6 Months Contract to Hire (3 days onsite and 2 days Remote in a week )

Roles & Responsibilities:
* Build a target state data model
* Build effective controls within data & reporting process
* Convert complex business logic into effective SQL query
* Identify opportunities to automate manual reporting process
* Partner with Data IT teams to drive data development & enhancement through an agile process
* Understand complex data environment and be able to propose solutions to simplify/ optimize
* Drive migration of reporting/ data environment to next gen platform leveraging Big data tools
* Partner with Stateside team and India lead, to prioritize requirements and develop a schedule to meet the deadline
* Assist in defining and documenting new processes and training/ mentoring new hires on new processes.
* Understands the SDLC, quality assurance/quality control concepts, metrics, methodologies and documentation standards

Additional Skills:
* Strong Experience with Informatica ETL tool
* Good knowledge on Oracle SQL and PL/SQL
* Working knowledge on LINUX OS and shell scripting
* Working exposure on data integration and handling projects that involves processing huge volume of data
* Hands-on experience in preparing/integrating the datasets to match to the reporting requirements
* Expertise in working with agile projects and exposure to automated testing / dev ops kind of environments.
* Bachelor's degree required; Master's degree preferred
* Working knowledge on Data Management/Data Quality Rules development will be a plus
* Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations

About BCforward:
BCforward began as an IT business solutions and staffing firm. Founded in 1998, BCforward has grown with our customers' needs into a full service personnel solutions organization. Headquartered in Indianapolis, Indiana, BCforward also operates numerous delivery centers across North America and India. We are currently the largest consulting firm and largest MBE certified firm in Indiana. Our uninterrupted growth has allowed BCforward to deliver uniquely configured IT staffing and project solutions for over years of catering to our customers' specific needs. BCforward currently maintains a team of over 5000 global resources. With our additional brand, Stafforward, together we have the capabilities to deliver services for a variety of industries in both public and private sectors which allows us to address your most challenging needs.

www.BCforward.com
www.facebook.com/bcforward

This posting is not an offer of employment. All applicants must be authorized to work in the United States and willing cooperate with a background check and drug screen, to the extent permitted by federal and local laws up to, and including, both criminal and financial reviews. The submission of intentionally false or fraudulent information in response to this job posting shall render the applicant ineligible for the position. BCforward is an equal opportunity employer. Any subsequent offer of employment shall be considered employment at will regardless of the anticipated assignment duration.
Interested candidates please send resume in Word format Please reference job code 179526 when responding to this ad.
RECOMMENDED SKILLS
Agile Methodology Automation Big Data Building Codes Coaching And Mentoring Code Review",https://www.careerbuilder.com/jobs?cb_apply=false&cb_veterans=false&cb_workhome=false&emp=jtct%2Cjtc2%2Cjtcc&keywords=Developer&location=Us&page_number=4&pay=&posted=1&sort=date_desc,TODAY
33,JAVA J2EE DEVELOPER,BCforward,"Arden, DE (Onsite)","Java J2EE Developer
BCforward is currently seeking highly motivated Java J2EE in the Wilmington, Delaware!
Role: Java J2EE Developer
Location: Wilmington, Delaware
Expected Contract: 4months CTH
Hybrid: 3 days onsite 2 days remote a week
Job Description:
Looking for full stack JAVA developer having front end experience in REACT JS and backend as Spring Boot JAVA with a knowledge of functional programming and using streams.
Will be primarily engaged in development activity most of the time with 10% time on meetings/calls/discussions. Having AWS knowledge would be a plus or any public cloud experience.
This role requires a wide variety of strengths and capabilities, including:
Proficiency in one or more general purpose programming languages Java/J2EE, Web Service, Cloud, Micro service, Spring Boot, Kafka.
Understanding of software skills such as business analysis, development, maintenance and software improvement.
4+ Years of Experience in developing, deploying and administering Java applications using JAVA, Spring Boot, Spring Cloud and Web services technologies (REST and SOAP).
2+ years of experience in Micro service Architecture, Kafka, Pivotal Cloud Foundry or any cloud experience.
4+ years of experience in Java spring, Java Spring MVC, Spring Batch, Spring JPA, React JS, Angular JS, Hibernate, Web services, HTML5, JavaScript, CSS, XML, JQuery, Rest API, GIT, Tomcat, Websphere.
Experience in application development, including analyzing stories, writing code, implementing automated tests, contributing to release and developing the working practices of the team.
Experience of Agile team working and globally deployed applications working across a Wide Area Network.
Hands on experience with web technologies (e.g. HTTP, XML, REST, HTML, etc).
Hands on with development and test automation tools/frameworks (e.g. Cucumber/Gherkin, Selenium Grid, Junit, SOAPUI, Eclipse, Jenkins, CA-Lisa, Ant, Maven, Visual Studio, HP ALM/QTP, JIRA, etc).
Good understanding of Software development lifecycle and agile methodologies.
Good understanding and working experience on TDD, BDD and Shift Left concepts.
Understanding of Database schemas and SQL queries a must.
Must have:
Would be looking for REACT JS as primary skill for front end.
Candidate will be primarily engaged in hand on development with REACT JS as front-end and Spring Boot JAVA as backend. Having public cloud knowledge like AWS will be a plus.
About BCforward:
BCforward began as an IT business solution and staffing firm. Founded in 1998, BCforward has grown with our customers' needs into a full-service personnel solutions organization. Headquartered in Indianapolis, Indiana, BCforward also operates numerous delivery centres across North America and India. We are currently the largest consulting firm and largest MBE certified firm in Indiana. Our uninterrupted growth has allowed BCforward to deliver uniquely configured IT staffing and project solutions for over years of catering to our customers' specific needs. BCforward currently maintains a team of over 5000 global resources. With our additional brand, Stafforward, together we have the capabilities to deliver services for a variety of industries in both public and private sectors which allows us to address your most challenging needs.
www.BCforward.com
Interested candidates please send resume in Word format Please reference job code 194938 when responding to this ad.
RECOMMENDED SKILLS
Agile Methodology Amazon Web Services Angular4 Apache Ant Apache Kafka Apache Maven",https://www.careerbuilder.com/jobs?cb_apply=false&cb_veterans=false&cb_workhome=false&emp=jtct%2Cjtc2%2Cjtcc&keywords=Developer&location=Us&page_number=4&pay=&posted=1&sort=date_desc,TODAY
34,MDM ARCHITECT/STRATEGIST,Greenlight Professional Services,"New York, NY (Onsite)","We provide exceptional data integration services in the ETL, Data Catalog, Data Quality, Data Warehouse, Master Data Management (MDM), Metadata Management & Governance space.

As a Lead Technical Consultant you will participate in all aspects of the software development lifecycle which includes estimating, technical design, implementation, documentation, testing, deployment and support of application developed for our clients. As a member working in a team environment you will work with solution architects and developers on interpretation/translation of wireframes and creative designs into functional requirements, and subsequently into technical design.

Responsibilities:


10+ yrs Experience

Develop application solution designs

Oversee technical work

Go deep into the technical architecture. Define system integration approaches

Experience with client master ideal


Qualifications:


10+ yrs Experience

Develop application solution designs

Oversee technical work

Go deep into the technical architecture. Define system integration approaches

Experience with client master ideal


1111 2222 3333 4444



RECOMMENDED SKILLS
Data Integration Data Management Data Quality Data Warehousing Etl Engineering Design Process",https://www.careerbuilder.com/jobs?cb_apply=false&cb_veterans=false&cb_workhome=false&emp=jtct%2Cjtc2%2Cjtcc&keywords=Developer&location=Us&page_number=4&pay=&posted=1&sort=date_desc,TODAY
35,IOS DEVELOPER (REMOTE),Greenlight Professional Services,"Hudson, WI (Remote)","Proficient in:


Swift

Obj-C

Standard iOS platform operations (Networking, Storage, Navigation, etc)

MVVM


Nice to have/Willing to learn:


SwiftUI

Kotlin Multiplatform


Softphone apps will be maintained by a small group it was decided to utilize the Kotlin Multiplatform Mobile (KMM) framework in an effort to reduce code duplication and future maintenance. As such the domain layer will be shared between both platforms and provided to the iOS project as a consumable framework via cocoapods (caveat, provided framework is Obj-C). Knowledge of KMM is ideal but it’s not hard to learn.

User interface will be native on both platforms. In an effort to simplify UI creation Android is utilizing the new Jetpack Compose framework. Ideally iOS will use SwiftUI to a similar extent.


1111 2222 3333 4444
RECOMMENDED SKILLS
Curiosity Human Computer Interaction Maintenance Model View View Model Networking Cocoapods",https://www.careerbuilder.com/jobs?cb_apply=false&cb_veterans=false&cb_workhome=false&emp=jtct%2Cjtc2%2Cjtcc&keywords=Developer&location=Us&page_number=4&pay=&posted=1&sort=date_desc,TODAY
